id	text	month	year	assigned
84417057	The core PCE index is the Fed 's preferred inflation measure .	3	2020	mh
31807463	Yields tend to fall when investors are downgrading expectations for the economy and inflation .	4	2020	mh
14901405	It now is willing to ignore inflation to maintain this balance in policy .	10	2016	mh
31783377	"But inflation hawks seem to have been chastened from years of being wrong over and over , and since there is now a Republican president who wants the Fed to be more aggressive than less , those "" winners and losers "" complaints have become more subdued ( though the Wall Street Journal editorial board is still making them ) ."	4	2020	mh
18366086	Salaries and benefits at universities rise faster than inflation , consistent with the cost disease .	5	2017	mh
21938360	And just a follow-up on the question about the international margin , you mentioned that it was mix and also some inflation related noise I guess .	11	2017	mh
2941605	This time the ruble has dropped by more than 50 percent , inflation is accelerating , and interest rates have risen to levels that are pushing the Russian economy into recession .	1	2015	mh
85068961	If inflation starts to rise , it is possible that SYY will have to absorb a part of their cost increases as restaurants may not be able to accept price increases .	6	2020	mh
90224931	Autumn statement sets scene for ' grim ' fall in living standards  05:10 , Sravasti Dasgupta  In his autumn statement designed to rein in inflation and restore financial stability , Jeremy Hunt deployed stealth taxes totalling ?	11	2022	mh
3149528	The Utah Transportation Coalition estimates it has lost 40 percent of its buying power since the previous fuel tax hike , and lawmakers have said since the last time the state adjusted its minimum property tax , Utah has lost about $90 million to inflation .	3	2015	mh
511873	"amounted to nearly $3.4 million dollars , adjusted for inflation . """	9	2013	mh
2414928	The report points to sampling issues in measures of inflation for the discrepancy and to the difficulties of controlling prices for the existence of such high prices .	4	2014	mh
1042100	In addition to inflation , governments have used outright default or rescheduling to escape domestic debt .	7	2012	mh
88512945	Subsequently , these disruptions persisted and high inflation is now a top concern for investors .	12	2021	mh
70590106	""" Teachers ' salaries have been stagnant for nearly a quarter of a century , and even declined by 2 percent after adjusting for inflation since 1992 , "" he says . """	3	2019	mh
80066002	The Ford GT was a tiny bit over $100,000 , maybe an even better bargain .... and a speedway bike will go 0 to 60 in 2 seconds , for about $55,000 less than this corvette  The 2nd gen FGT was a very nice car , but in mid-2000 's dollars was much more than the C8 , let alone inflation adjusted .	7	2019	mh
2406942	But when one looks more carefully at inflation , if you want it to end at some point , then the spectrum has to have a small tilt .	4	2014	mh
87625219	Defensive Stocks  Some companies sell products that people tend to buy regardless of whether there 's inflation , a recession or any other type of calamity because they are required for daily life .	7	2021	mh
16040737	"Sponsored Content :  Protectionism Backlash  A report by Cleveland-based Victory Capital , an asset management firm , warns that , "" The possibility of massive deficit spending has the potential to devalue the dollar and re-price inflation expectations . """	12	2016	mh
260204	What 's at Stake With Grade Inflation ?	5	2013	mh
24256255	So there are plenty of reasons why the policymaker has to pay attention to the possibility of rising inflation in the future .	4	2018	mh
85240708	Gold has gained about 15% so far this year , supported mainly by lower interest rates and widespread stimulus measures by global central banks to ease the economic blow from the pandemic , since the non-yielding metal is considered a hedge against inflation and currency debasement .	6	2020	mh
81122596	REUTERS/Ralph Orlowski  LONDON ( Reuters ) - The European Central Bank is unwavering in its commitment to lifting inflation and could even provide more stimulus , its chief economist said on Monday , pushing back against criticism that its latest measures were unnecessary .	9	2019	mh
89367026	"In his latest Investment Outlook , Mr. Gross writes that he anticipates the Fed "" may take a little pedal off the metal , stopping at 3% or so for U.S. Fed funds for example "" as inflation drops to 4%-5% in 2023 . """	5	2022	mh
3910847	Economy Minister Akira Amari has indicated there is no need for the BOJ to rush to achieve its 2 percent inflation target given the current impact of energy costs , even with the BOJ 's preferred price gauge falling since August .	12	2015	mh
31910672	We are thinking about where asset allocation is going to go and how the stimulus and the economy will change people 's views on a go-forward basis on asset allocation and how much inflation will play in , how much should we be looking at real assets , infrastructure , real estate to thinking about more tax-efficient strategies .	6	2020	mh
88260310	With U.S. inflation at its highest in three decades , the U.S. Federal Reserve is still miles away from a interest rate hike .	11	2021	mh
19365522	More jobs should in theory push up wages , but the failure to see hourly earnings rise highlights the troubling trend of reduced unemployment but muted inflation .	7	2017	mh
84374165	Its 2019 budget was smaller than its fiscal 2000 budget when inflation is factored in , the Government Accountability Office ( GAO ) wrote in a report .	3	2020	mh
385787	's mainstream proliferation , Kipochi boasts these tenets on its front page :  Free of inflation  Global  Secure  Transparent  Low cost  The wallet service allows government-ID-carrying users to swap funds by using their phone numbers as account numbers .	7	2013	mh
885704	Doing so should provide investors with exposure to the ownership of commercial real estate and ultimately the benefit of rising rents due to higher inflation .	5	2012	mh
26220655	The concept of lifestyle creep , also known as lifestyle inflation , is straightforward and easy to understand .	8	2018	mh
70851453	U.S. defense contractors have mostly opted to be pure-play businesses , and while defense spending has climbed sharply over the past two years , and is set to rise again in the next budget , it 's still below the heights reached during the George W. Bush administration , adjusted for inflation .	6	2019	mh
31756896	There is then the question of how to measure inflation .	4	2020	mh
23070714	There are plenty of reasons for the stock market 's recent volatility : the possibility of higher inflation , global markets tanking , a sudden spike in interest rates .	2	2018	mh
2692350	Recent proposals from legislators and economists to boost earning power have included training programs run by local employers , more infrastructure projects and minimum-wage increases indexed to inflation .	8	2014	mh
556013	Besides , cosmologists are still in the dark as to the amplitude and shape of the signal they are looking for , due to the many theoretical uncertainties that are still plaguing inflation .	10	2013	mh
22272103	Over 20 years , our inflation lag basics are still the same , just larger .	12	2017	mh
88814729	Q : How are businesses coping with inflation ?	2	2022	mh
19072725	Inflation breakevens , a market-derived measure of inflation expectations , are also on the decline .	6	2017	mh
2966433	And when you factor for inflation , they actually receive less state money now than 25 years ago .	1	2015	mh
82774291	The country 's central bank , called the Riksbank , said Thursday it had decided to raise its benchmark interest rate to zero from -0.25% , where it had been cut in 2015 , amid signs that inflation has been picking up .	12	2019	mh
2360149	HARI SREENIVASAN : And what about this idea that the threshold has n't been adjusted for inflation even in the last nine years , that it 's been flat ?	3	2014	mh
750038	A large literature argues that monetary policymakers should set the policy interest rate in such a way as to bring the expected future paths of unemployment and inflation as close to their goals as possible.9 Technically , a simple way to capture this idea is for monetary policymakers to formulate a plan for interest rates and any other monetary policy instruments that minimizes a loss function .	2	2012	mh
2274067	For example , if someone is paying 3 percent interest on a loan but inflation is 2 percent , then 2 percent is just making up for inflation , and only the remaining 1 percent actually gives the lender extra real value in terms of what the principal plus interest is worth .	2	2014	mh
866972	As recently as a generation ago , economists viewed their job as understanding prices , depressions , unemployment and inflation .	4	2012	mh
31346268	Some continue to speculate that , at some point in the near future , all of the cash injected into the system will cause runaway inflation .	10	2019	mh
90640702	But now , amid rising interest rates , supply chain snares and rampant inflation , there 's a growing sense among tech industry figures that the good times are rapidly coming to a close , and a once-in-a-generation down-cycle is here .	5	2022	mh
84555082	51 Based on the projected 2020 inflation estimate , the compensation benchmark for 2020 is $367,085 per pilot .	4	2020	mh
2056266	Under regular inflation , prices can rise without limit .	12	2013	mh
3747733	Citi economist Anurag Jha is forecasting inflation around 4.8 to 5 percent in the 2016-17 financial year after hitting 5.1 percent in October .	11	2015	mh
14054195	"And in a speech Sunday , Fischer said the Fed was getting "" close to our targets , "" including being "" within hailing distance "" of the Fed 's 2 percent goal for inflation ."	8	2016	mh
26007077	"The portfolio is designed to deliver a "" total return "" including capital appreciation to adjust the value of the individual 's "" savings "" for inflation , interest income and dividend yield ."	8	2018	mh
2326566	Inflation is very high .	2	2014	mh
22861851	To boot , Jumanji cleared the $300 million mark domestically to become the fifth-biggest Sony title of all time , not accounting for inflation .	1	2018	mh
23586201	""" Overall the February jobs report is the best of both worlds - strong job growth without accelerating wage inflation - It 's not too hot not too cold , a Goldilocks report , "" Young added ."	3	2018	mh
82261040	""" The important thing for us is how the exchange rate affects the inflation channel , "" stated Central Bank President Roberto Campos Neto earlier this week to a Congressional committee  "" If . . ."	11	2019	mh
86048913	Euro-zone inflation for September is expected to show another decline in prices on Friday , according to the median estimate of economists .	10	2020	mh
2343966	that represents a large component of the overall inflation index .	3	2014	mh
1250914	"Williams in October pitched keeping rates low until unemployment falls somewhat below 7 percent as long as inflation does not threaten to rise above 2.5 percent , but has more recently backed off that idea , saying he is worried that numerical thresholds are "" hard to get right . """	11	2012	mh
31756789	"But Hubbard argued that the private-sector gains from the cuts would be worth the added deficit , and he said he never denied that the country would have to pay off that debt in one of two ways : taxes or inflation . """	4	2020	mh
80118042	Based on the 1960s minimum wage , if you increase with inflation then it should be around $12 .	7	2019	mh
87881137	"Physicists theorize that shortly after the Big Bang , something called "" inflation "" occurred ."	9	2021	mh
31549923	U.S. inflation is running just below 1.5% annually , based on the bank 's preferred PCE price gauge .	1	2020	mh
90126710	In today 's Digest , we 're taking a brief break from earnings , inflation , Fed analysis , and all the rest , to put this afternoon 's Crypto Insider Summit on your radar  As just noted , the event is happening at 4 PM ET , with our other crypto expert , technology analyst Luke Lango , joining Charlie and the rest of these industry insiders .	10	2022	mh
24481303	Critics of President Nicolas Maduro 's socialist government point to the administration 's own missteps for the country 's spiraling quadruple digit inflation , making common goods too expensive for most residents .	5	2018	mh
17968730	"The Passion of the Christ ""  U.S. box office ( inflation-adjusted ) : $516,446,900  Smart Rating : 80.23  Release year : 2004  Starring : Jim Caviezel , Monica Bellucci , Claudia Gerini  In this version of Christ 's crucifixion , based on the New Testament , Judas expedites the downfall of Jesus ( Jim Caviezel ) by handing him over to the Roman Empire 's handpicked officials ."	4	2017	mh
7395376	Wall Street will also be digesting a spate of fresh economic data this week , ranging from January readings on inflation at the wholesale level , housing starts , industrial production , as well as minutes of the Fed 's January meeting , on Wednesday .	2	2016	mh
24830211	Powell said the Fed 's independence from political pressure plays a key role in enabling the central bank to fight inflation , stabilize the economy , and regulate the financial system .	5	2018	mh
33626111	"Fly Around  IMF CHIEF WARNS OF TURBULENCE AS NATIONS WITHDRAW STIMULUS -- Bloomberg 's Eric Martin : "" The world faces greater uncertainty and potential turbulence this year , with the economic recovery 's momentum slowing and risks from inflation and supply-chain bottlenecks to social unrest looming , the International Monetary Fund 's chief said ."	1	2022	mh
62539932	Inflation is ultimately a destructive force for holders of cash and fixed-income instruments .	1	2021	mh
88027831	The weakness for the market came on the final day of what has been a rough month for equities , as rising rates , inflation fears and concerns about the Chinese property market have roiled stocks .	9	2021	mh
2990346	These are the types of plays where fumbles are less likely to occur , so the result is an inflation of the denominator in fumbles per play .	1	2015	mh
85164085	Here is the basic argument of those who suggest that low interest rates should give governments license to increase public spending at will : In a world of low interest rates , a country 's real economic growth rate would likely exceed the government 's after-inflation adjusted borrowing costs .	6	2020	mh
8326600	""" The Monetary Policy Committee agreed that a lower OCR is necessary to continue to meet its employment and inflation objectives , "" RBNZ 's monetary policy committee said in a statement accompanying its rates decision ."	8	2019	mh
31235783	Officials have to balance their directive to prop up the labor market and control inflation while protecting the independence of the agency .	8	2019	mh
527958	The dreaded S-word was coined around 50 years ago to describe an economic rut of stagnation and inflation where weak demand hurts growth but does n't rein in prices .	9	2013	mh
1069674	For that matter , according to Morningstar , there is no single rolling 20-year period going back to 1926 when the S&amp;P did not produce a positive annualized return , net of inflation .	8	2012	mh
485821	As a direct result of high unemployment , wage growth has not kept up with the rate of inflation over the past few years .	8	2013	mh
7373759	Inflation expectations for the U.S. and Europe now falling below financial crisis 2008 levels .	2	2016	mh
15382174	TOKYO , Nov 15 The dollar traded within sight of its highest level in more than 13-1/2 years on Tuesday as bond yields soared on expectations that President-elect Donald Trump 's economic policies will fuel inflation .	11	2016	mh
126144	It has one of the world 's highest rates of inflation , largest fiscal deficits , and fastest growing debts .	3	2013	mh
2697336	The Bank of Korea has said it views the economic slowdown in the second quarter as tentative and expects growth to pick up from the current quarter , while predicting inflation will gradually quicken in line with economic recovery .	8	2014	mh
19568159	"Kuroda said after the last policy meeting in June that the BOJ could "" in theory "" cut the ETF purchases before reaching its inflation target , but such a move would be "" generally unthinkable . """	7	2017	mh
3649071	If you wanted to alter the historical scenario , you could tweak six external variables : inflation , unemployment , G.D.P .	10	2015	mh
116779	In addition to the increase in budget allocation to education over the last decade , the government reports widespread economic reforms that have resulted in a stabilized exchange rate , lower inflation rate , and an increase in public revenue collection so that it now accounts for 28 percent of the GDP , compared to 5 percent in the 1990s .	3	2013	mh
87304852	But rising inflation wo n't just weigh on your travel budget or your shopping bills .	5	2021	mh
19722362	Japan inflation up , but falls short of 2% target  YokoKubota  TOKYO--Japanese prices rose for the sixth straight month in June but failed to gain momentum , leaving inflation well short of the government 's 2% target .	7	2017	mh
13665574	Reuters/Brendan McDermid  MINNEAPOLIS Low inflation allows the Federal Reserve to keep U.S. interest rates lower for longer in order to boost the economy and jobs , a top Federal Reserve official said on Wednesday .	8	2016	mh
70644257	The problem is not access the problem is the cost of health care and the unbelievable inflation we 've seen .	3	2019	mh
70461223	And with inflation remaining tame , the rationale to tighten credit has become less compelling .	1	2019	mh
1145824	It will be interesting to see what effect the formal target will have on U.S. inflation expectations .	9	2012	mh
210605	YPF attracted local funds in 2012 , being one of the few investments for Argentine savers eager to escape the inflation tax ( which stands at 30% ) .	4	2013	mh
70129697	""" Core inflation is likely to have remained elevated ."	10	2018	mh
85775708	""" If you wanted to stay on the price-level path that was established from 1995 to 2012 you could run 2.5% inflation for quite a while , "" he said ."	8	2020	mh
70062999	Average monthly incomes have fallen from $1,535 in October 2012 to just $762 in March of this year , not adjusted for inflation .	9	2018	mh
25236	Domestic consumption falls because wages do n't keep up with the inflation triggered by currency depreciation .	1	2013	mh
14396729	On the one hand , job growth has picked up after a spring lull , stoking the belief that the Fed should lift rates to temper an eventual run-up in inflation .	9	2016	mh
3255449	Wage growth has been low for a while , growing just barely above the inflation rate .	5	2015	mh
181224	While inflation has risen at a 4% average clip during the past 7 years , bank interest rates have hovered at 0% .	4	2013	mh
22652346	"Fed 's Bostic Raises Concerns About Inflation Expectations  Atlanta Fed President Raphael Bostic said the possibility that the public is n't convinced inflation will rise much "" might argue for being somewhat more patient in raising rates , even as the inflation rate moves toward "" the central bank 's 2% annual target ."	1	2018	mh
3394282	This made sense since investors wanted to be compensated for the inflation and default risks of lending to Greece .	6	2015	mh
24138018	The 6100 after accounting for TEN YEARS of inflation is about 2000 .	4	2018	mh
86786420	And Federal Reserve Chairman Jerome Powell has already said he expects a temporary bump in inflation in coming months , but also indicated the Fed will not let them trigger a preemptive increase in Fed interest rates tamp down whatever price increases occur .	2	2021	mh
15304184	Exports make up a huge share of gross domestic product ; imports have a calming effect on inflation .	11	2016	mh
20378087	SEK : Riksbank not to point to an earlier start of the tightening - ING  Analysts at ING do n't expect the Riksbank meeting ( Thu ) to point to an earlier start of the tightening cycle - currently pencilled in for 3Q18 in the bank 's own forecast - given its historically cautious stance and concerns about the SEK strength weighing on inflation .	9	2017	mh
81464499	The market model 's success includes many factors including interest rates , inflation , and commodity prices .	10	2019	mh
20780947	On the dovish side , Yellen said the Fed may have made an error in assessing the labor market and inflation trends , meaning easy monetary policy may be the right move in the near-term .	9	2017	mh
2068993	Those two sentences alone would suggest that it 's not the cost of their homes which are hindering the middle class but that their incomes are becoming insufficient in a consumerist culture fraught with inflation , ongoing financial and racial inequality , and where education is simultaneously becoming more expensive while its relation to potential earnings continues to decline for all but the most specialized of training .	12	2014	mh
1171803	China 's high inflation and stimulus-fueled real estate bubble have been aggravated by sagging global demand for Chinese goods .	10	2012	mh
833716	At this point they know they can get more revenues because of inflation and more people in the AMT with one year patches as opposed to say making a five to ten year patch at the same tax rates .	4	2012	mh
7033525	He added that two percent inflation is likely by the end of 2017 , according to Dow Jones .	1	2016	mh
131261	Since the deficit and debt started rising , the U.S. inflation rate has fallen to 1.3% .	3	2013	mh
15376829	climate change talks are being held  The U.S. dollar hit a nine-month peak in Asia on Monday as the risk of faster domestic inflation and wider budget deficits sent Treasury yields ever higher , a painful mix for assets in many emerging market countries .	11	2016	mh
205613	Federal spending under Obama has grown faster than inflation , but far more slowly than it did under President Bush .	4	2013	mh
13793389	Of course , it 's impossible to predict with certainty what will happen with inflation or interest rates -- or , frankly , anything .	8	2016	mh
31635772	Beyond higher inflation and higher interest rates , high debt risks a fiscal crisis and limits policymakers ' ability to respond to any crisis .	2	2020	mh
85937043	I said the Fed should not raise rates until it sees the whites of the eyes of inflation , and I do n't think they 're there yet .	9	2020	mh
19220432	It seems at least plausible that this is not conductive to bending the cost curve , and keeping health care inflation in greater check .	6	2017	mh*
3300473	The rebound in business spending , together with a sturdy labor market , a strengthening housing market and firming underlying inflation , should keep the Federal Reserve on course to raise interest rates later this year .	5	2015	mh*
88620781	The Antipodean currencies have also been roused from their ranges and will have traders looking closely at labour and inflation data in both countries this month for anything that might prompt further shifts in central bank rhetoric .	1	2022	mh*
525009	"Keeping money in so-called "" safe "" investments exposes savers to one other threat : an inability to keep up with inflation in retirement ."	9	2013	mh*
88336901	Meanwhile , the Lebanese pound has continued to slide , hitting new lows this week amid staggering inflation and soaring poverty .	11	2021	mh*
395388	Consequently , price indexes that measure consumer goods -- like the CPI and PCE -- report greater rates of inflation than the IPD .	7	2013	mh*
923423	This would slow the rate of growth of military pay and allow cash compensation to return to the 70th percentile goal over time but still provide an annual pay raise to the force , albeit below the rate of inflation .	5	2012	mh*
7293884	And a tick up in inflation in January to 0.4 percent , from 0.2 percent in December , is unlikely to deter Draghi .	1	2016	mh*
33388741	Will vast sums be injected into the economy and find their way into people 's pockets , or will real incomes shrink under the weight of inflation ?	11	2021	mh*
16013964	Kuroda instead vowed to keep policy loose to achieve the BOJ 's 2 percent inflation goal , even as the BOJ issued a more upbeat economic assessment .	12	2016	mh*
31746663	Inflation is a hidden , regressive , and insidious tax .	3	2020	mh*
949026	Although the tiny fluctuations in the CMB are consistent with a Universe shaped by inflation , they 're not a direct signature of inflation itself .	6	2012	mh*
90113944	The change , Michigan lottery officials said Tuesday , is mostly a result of rising interest rates , which the Fed is using to try to lower inflation .	10	2022	mh*
364757	But while the first part of the goldbug narrative -- large government debts and extensive central-bank intervention -- did materialize , inflation has not .	7	2013	mh*
8760194	The movie made an impressive $107.5 million domestically during its theatrical run in 1992 , which would equate to a $222.3 million movie when adjusted for inflation .	5	2016	mh*
1268194	"In 2011 , then World Bank president Robert Zoellick estimated that 44 million people fell into poverty in 2010 due to rising food prices , adding , "" Food price inflation is the biggest threat today to the world 's poor ... one weather event and you start to push people over the edge . """	11	2012	mh*
20941165	Fed FOMC voting members were in full force this week , and Philadelphia Fed chief Patrick Harker commented Thursday that while the 2 percent inflation target will remain untouched , he still believes there should be another rate hike .	10	2017	mh*
21409378	"Inflation Model Explained : They say that "" the tape tells all . """	10	2017	mh*
3076514	This would ignore all the signs of weakness we 've seen in recent months , from retail sales to factory orders to industrial production and inflation and home sales and the trade balance and more .	3	2015	mh*
70583456	Fed Chairman Jerome Powell told CBS 's 60 minutes in an interview that the Fed would not rush to raise interest rates even if inflation climbs a bit above its 2% target .	3	2019	mh*
20662664	She said several factors have held inflation down , including a job market still healing from the Great Recession , lower energy prices and a strong dollar , which has reduced the costs of imports .	9	2017	mh*
703349	I expect inflation to come in under 1 ? %	1	2012	mh*
32525002	One factor behind the increase in yields is the expectation that inflation will pick up as the economy reopens and as the government stimulus funds work through the economy .	1	2021	mh*
3428595	The analysis also used a Purchasing Power Parity ( PPP ) basis , which takes into account the living cost and inflation rates , in order to compare living standards between the different nations .	7	2015	mh*
3316124	In their model , changes in inflation do not affect home prices in a uniform way .	6	2015	mh*
86288495	Investors , such as family offices , which manage money on behalf of wealthy individuals , have sought out the cryptocurrency as a hedge against any future inflation that might stem from central bank stimulus , analysts said .	11	2020	mh*
86331418	For those who have n't been faced with writing big checks , here 's a picture of the inflation-adjusted cost of tuition and fees at public universities .	11	2020	mh*
43005005	And with today 's numbers there is some renewed concern about the possibility inflation could be heating up .	5	2021	mh*
70895018	Mutharika , 78 , a former law professor , presided over improvements to infrastructure and a slowdown in inflation during his first five-year term .	6	2019	mh*
8069904	Adjusted for inflation , the Texas ( Republican ) Legislature spent 25 percent less on schools in 2012 than in 2002 , according to PolitiFact .	4	2016	mh*
864772	Policy makers under Simor have kept the benchmark interest rate at the highest level in the EU , citing the need to protect the forint amid the euro debt crisis and to rein in the fastest inflation in the 27-nation bloc .	4	2012	mh*
2255997	The poverty rate was cut in half as unemployment dropped to only 3.5 percent and inflation- adjusted personal income grew by nearly 40 percent .	1	2014	mh*
982067	It is likely to lead to some sort of default -- be it through writedowns or inflation .	6	2012	mh*
993313	In Brazil , however , such aversion to inflation does not seem to take place , despite the proximity to our hyperinflationary experience .	6	2012	mh*
87702627	Indeed , an important addition to the SEP introduced in December 2020 is a set of charts showing the historical evolution of diffusion indexes for the assessment of the balance of risks to the GDP , unemployment , and inflation projections submitted by each participant .	8	2021	mh*
70743954	We faced several margin headwinds in the quarter and these included tariffs , a flood , material inflation , currency and lower production levels due to reduced inventory build from the prior year .	5	2019	mh*
3206535	A Fed that strictly targeted inflation would have to tighten monetary policy to keep inflation from rising -- but at the cost of causing the real economy , already hit by that shock , to contract further .	4	2015	mh*
8844432	"Even so , he added , the RBA will be looking at other countries and "" what you are seeing elsewhere is inflation expectations have dropped pretty quickly . """	5	2016	mh*
3356997	""" If you look at the long-term trend , college tuition has been rising almost six percent above the rate of inflation , "" said Ray Franke , a professor of education at the University of Massachusetts , Boston . """	6	2015	mh*
2449867	""" My whole reason for investing in real estate is to be a hedge for inflation , "" he said . """	4	2014	mh*
7938692	This reflects several factors : signs that the economy remains on track and the recovery in financial conditions ( i.e. less downside risk ) , as well as stronger than expected inflation .	3	2016	mh*
88029437	"Among developed economies , the U.S. , the U.K. , Canada , and Australia "" are more at risk of sustained higher inflation , "" Goltermann wrote in a note Thursday ."	9	2021	mh*
2634438	In addition , to reach this inflationary stage , there must be some sort of energy to drive the inflation .	7	2014	mh*
7368361	Policy makers are still able to reach their medium-term inflation goal under the central bank 's base case , according to Nabiullina .	2	2016	mh*
70077058	Put differently , crypto 's rise in Venezuela is n't just about inflation or capital controls , but also about entrepreneurship and evangelism .	9	2018	mh*
255908	After reaching more than 10 percent in 2011 , consumer price inflation in sub-Saharan Africa dropped to 7.9 percent at the end of 2012 ( see Chart 2 ) .	5	2013	mh*
87154901	If you think inflation poses a long-term threat , you might want to make these portfolio moves now  Shift bond exposure , add gold and other commodities , and look for dividend increases in the stock market .	5	2021	mh*
31547520	Officials were also concerned that inflation still had n't reached the Fed 's target level of 2% .	1	2020	mh*
227185	The point is to drive up annual inflation to a target of 2% .	4	2013	mh*
7269557	"Core inflation is not our objective , but it tends to lead headline inflation over the medium-term . """	1	2016	mh*
3821173	"BUT PRESSURES NOT YET AT APPROPRIATE LEVEL FOR RATE RISE  "" But the cost price pressure to date is not yet sufficient to be consistent with inflation heading back towards the 2 percent target ."	11	2015	mh*
89001555	OUR NEXT LOOK AT INFLATION COMES THE SECOND WEEK IN APR .	3	2022	mh*
14496155	"On the "" Fed side , you need to have a central bank that would actually have a hiking cycle that would signal three to four hikes a year , and that would depend heavily on what happens with inflation , "" he said ."	9	2016	mh*
95647349	"Though inflation is decelerating , it 's still "" very elevated "" and over three times greater than the ... + Fed 's 2% target , one expert notes ."	12	2022	mh*
82969249	quote:Adjusted for inflation , monthly regimen of insulin was around $450  Your own link says ...  quote:According to the American Diabetes Association between 2003 and 2012 the price of insulin in the U.S.A tripled .	12	2019	mh*
3538794	Jack Blackstone  Inflation bro .	8	2015	mh*
81045929	Most universities and community colleges would n't get enough of a funding hike to cover inflation under the latest budget plan in the Michigan Legislature .	9	2019	mh*
9427094	Mr. Rajan , who became Reserve Bank of India governor in September 2013 , has overseen a drop in inflation , and speedier economic growth , as India has become the world 's fastest-growing large economy .	6	2016	mh*
32980286	That means inflation will go up in various regions .	6	2021	mh*
25848608	If the second quarter 's growth rate continues , it could risk accelerating inflation and prompt the Fed to raise rates more quickly .	7	2018	mh*
2310232	Monetary Policy Options and Tools  In light of elevated unemployment and low inflation , monetary policy needs to remain highly accommodative .	2	2014	mh*
88058316	Some Some one-off one-off factors factors accounted accounted for for the the record record jump jump from from July July but but the the BoE BoE thinks thinks inflation inflation is is heading heading above above 4% 4% , , more more than than double double its its 2% 2% target target . .	10	2021	mh*
70138620	Consumers have had steep declines in near-term inflation expectations recently , but October 's preliminary report actually saw an increase to 2.8% from 2.7% for expectations for next year .	10	2018	mh*
3824509	About 55 percent is due to inflation , and the other 15 percent has one culprit -- the beloved steak .	11	2015	mh*
83774594	According to a report by the Urban Land Institute cited in the article , housing prices in Texas are now rising faster than inflation , population growth , and income growth .	2	2020	mh*
84767002	The March report showed that an inflation gauge closely followed by the Federal Reserve dropped 0.3% in March and is up 1.3% from a year ago , well below the Fed 's 2% target for inflation .	4	2020	mh*
87588887	Homeownership -- although expensive and for many Americans , unaffordable or unappealing -- as a means of inflation protection only works if the owners intend to stay in their houses for the next decade or so , said John Scherer , a certified financial planner and founder of Trinity Financial Planning .	7	2021	mh*
88893310	The company noted that year-over-year second half financial performance is expected to improve as recent pricing actions will be fully reflected in market with better mitigation of inflation with pricing , and strong levels of demand , while supply and labor conditions improve .	3	2022	mh*
89555602	But of course , you still see another very significant 14% jump in inflation , and slowly but surely , hopefully will continue to improve on the supply chain side .	6	2022	mh*
85323274	""" Real ( inflation-adjusted ) gross domestic product ( GDP ) is expected to grow at a 12.4 percent annual rate in the second half of 2020 and to recover to its prepandemic level by the middle of 2022 , "" the report said ."	7	2020	mh*
31622791	Thanks to inflation , the value of money erodes over time .	2	2020	mh*
86897551	Healthcare Healthcare and and rents rents will will determine determine the the inflation inflation path path . .	3	2021	mh*
3333542	A study by the International Monetary Fund found that El Nino typically adds between 0.5 and 0.9 percentage points to inflation in India , Indonesia and Thailand .	6	2015	mh*
2008981	Adjust for inflation .	12	2013	mh*
8218543	"The Nikkei manufacturing PMI fell to 49.1 in March , the lowest since February 2013 , and Japanese households ' inflation expectations have fallen to a three-year low . """	4	2016	mh*
9435093	Real history requires recalling what happened in 1970s Britain , the last time the U.K. stood outside an imperial trading zone and outside an integrated European market : stagnation and inflation , three-day working weeks , and endless strikes .	6	2016	mh*
88788999	"Zelnick notes that the slowdown in Government and Commercial revenue , coupled with "" contribution margin compressi  The release on Wednesday of the minutes of the Federal Reserve 's last policy meeting is likely to shed light on the U.S. central bank 's plans to trim its massive balance sheet and hike interest rates in 2022 as well as update its shifting view of inflation ."	2	2022	mh*
25570003	UK house prices rise for second month running , says Halifax  Read more  The new zero inflation target would mean house prices falling by around 10% in real terms as wages continue to rise , the thinktank said , making homes more affordable .	7	2018	mh*
26149137	Sharply higher energy prices saw Canadian inflation unexpectedly spike in July .	8	2018	mh*
86742022	The fact that digital currencies are protected from inflation , capital controls , or exchange rate depreciation has seen many Nigerians turn to them for financial trades such as cross-border remittances and e-commerce .	2	2021	mh*
17164574	"They cited strengthening economic activity , a growing job market and signs that inflation "" was likely to be close to 2% in the near term . """	2	2017	mh*
92266709	Western sanctions aimed at crippling major energy producer Russia have resulted in sharply higher fuel costs in Europe and the United States , with inflation soaring as a result .	7	2022	mh*
15417154	If the rate is high , inflation could start to rise even while a large number of people are unable to find work .	11	2016	mh*
8666299	I determine the equity risk premium by using the following formula : ERP = D* ( 1 + G ) / P + G -- Rf , where D is levered free cash flow ( unlevered free cash flow minus interest expense plus debt increase ) , G is the terminal growth rate ( the average of the projected inflation rate and long-term GDP growth ) , P is the market value of equity , and Rf is the risk-free rate ( ten-year treasury bonds ) .	8	2019	mh*
18308275	Under the lid , the amount of additional money the city is allowed to collect without getting voter approval is generally limited to the five-year average rate of inflation , likely to be about 1.5 percent .	5	2017	mh*
128634	In fact , the cost of treating diabetes is actually rising slower than health care inflation in general .	3	2013	mh*
70754288	Bret : Meanwhile , there 's the news that unemployment is at 3.6 percent , a 50-year low , wage growth is solid , inflation is low , and growth is robust .	5	2019	mh*
88966546	The Markit March PMIs are do for the major developed economies , and the insight around inflation and Ukraine will prove critical ... if not fully market moving .	3	2022	mh*
738247	Some households will remain trapped , missing out on better jobs elsewhere , waiting for inflation and monthly payments to slowly grind away the debt .	2	2012	mh*
