id	text	Property	label	narrative_time	weight	region	city	state	scope
553335	The Pew Research Center says that would be equal to $2.1 billion now, when adjusted for inflation.	effect			0	southeast	Marathon	Florida	National
70124896	The Resolution Foundation said failure to improve on recent levels of pay growth would condemn Britain to a wait until 2099 before the current average pay packet has doubled after inflation--much longer than was required before the financial crisis for a twofold increase in real wages.	effect			0				
88577627	"The The minutes minutes of of the the Federal Federal Reserve Reserve's 's December December meeting meeting,, released released last last night night,, shows shows that that Fed Fed officials officials were were concerned concerned about about America America's 's """" elevated elevated levels levels of of inflation inflation """",, and and considering considering normalising normalising monetary monetary policy policy faster faster to to combat combat rising rising prices prices.."	effect	rates	present	1				
82723759	"The Unfunded Mandates Reform Act of 1995 (section 202(a)) requires us to prepare a written statement, which includes an assessment of anticipated costs and benefits, before proposing ""any rule that includes any Federal mandate that may result in the expenditure by State, local, and tribal governments, in the aggregate, or by the private sector, of $100,000,000 or more (adjusted annually for inflation) in any one year."""	effect			0				
13654667	The bank's goal is for average inflation to stay within a range of 1 percent to 4 percent.	effect			0				
22727597	The best part is that it is a far superior strategy to draw 4% inflation-adjusted income (on the invested capital) compared to index investing since it lets you do this without ever selling the shares.	effect			0				
953737	The biggest concern for Purdue in regards to grade inflation is letting employers know that a lower GPA here would be higher somewhere else, according to Dooley.	effect			0				
70583456	The central bank appears to have misread the low official jobless rate as a sign that full employment was at hand and inflation pressures lurked just around the corner, repeating a mistake it has made several times since the Great Recession.	effect			0	midwest	Forbes	North Dakota	National
70544509	The central bank may have been pressured into easing monetary policy at a time when inflation is rising.	effect	rates	present	1				
3914074	"The committee, in its statement, also noted that ""market-based measures of inflation compensation remain low; some survey-based measures of longer term inflation expectations have edged down."""	effect			0				
70415873	The contribution limit was raised from the $5,500 level in place since 2013, under inflation adjustments issued by the IRS.	effect			0	northeast	Manayunk	Pennsylvania	Regional
70419722	The core rate is viewed as a more accurate barometer of inflation.	effect			0				
70312726	"The cost of buying all goods and services in ""The Twelve Days of Christmas "" has gone up by roughly half the pace of overall U.S. inflation, according to a Christmas price index compiled by PNC Financial Services Group."	effect			0		Knoxville	East Tennessee	Local
70080543	The country has been hit by one of the world's highest inflation rates and a currency crisis that has seen the peso depreciate by more than 50 percent so far this year.	effect	trade	present	1	midwest	Minneapolis	Minnesota	Regional
70652632	The court faulted the Legislature for not adjusting funding for inflation.	effect			0	southwest	Fort Worth	Texas	Local
19641445	The crucial question is how worried are Fed officials about a recent downturn in inflation?	effect			0	midwest	Romulus	Michigan	National
89168004	The dollar has risen around 7% against a basket of currencies in the past year to its highest level since March 2020, boosted in part by expectations the Fed is ready to employ robust rate hikes to tame the worst inflation in nearly 40 years.	effect	rates	future	1				
25390349	The end result for seniors is an annual cost-of-living adjustment that underreports the true inflation they're contending with.	effect	cost	present	1				
93235842	The fact that Latinos are overwhelmingly concerned about inflation and the economy is a warning to Democrats who control the White House and Congress.	effect	social	present	1	west	Pasadena	California	Regional
87880345	The first being that inflation can impact technology businesses.	effect	cost-push	general	1	west	Sunnyvale	California	National
322868	The general consensus on the panel was that if you liked inflation, you had to deal with a multiverse.	effect			0				
15868574	The government of Nicolas Maduro wants to introduce new currency with higher denominations in order to keep up with the raging inflation that their economic and monetary policy has created.	effect	other-effect	future	1				
2231149	The industry has been coping with the devastation of huanglongbing the same way producers have been hiding all food inflation from the American public: by gradually reducing the size of juice containers, rather than increasing the price.	effect	cost-push	present	1				
245832	The inflation rate is higher for medical care than for other goods.	effect			0				
761376	The inflation threat that we face doesn't come from deficits or high employment--it comes from the cost and price of energy.	effect			0	midwest	Old Reservoir Road	Illinois	National
3840702	The latest indicator should ease concern among policymakers after data last week showed weakness in household spending and consumer inflation, which have kept pressure on the Bank of Japan to top up its already massive stimulus.	effect	rates	present	1	midwest	Eagan	Minnesota	National
2611355	The minimum wage went up in 13 states--Arizona, Connecticut, Colorado, Florida, Missouri, Montana, New Jersey, New York, Ohio, Oregon, Rhode Island, Vermont, and Washington--either thanks to automatic increases in line with inflation or new legislation, as Ben Wolcott reports in his analysis at the Center for Economic and Policy Research.	effect			0				
409485	"The monetarists pointed out (correctly) that sooner or later,""quantitative easing "" must end in an explosion of inflation."	effect			0				
16601218	The party has historically complained that the Fed has paid more attention on guarding against inflation at the expense of battling unemployment.	effect			0	northeast	Washington	District of Columbia	National
1054903	The prefix means little for the end user, and P, non-P, and LT tires are interchangeable, though LT tires generally have higher load ratings (see service description) and are designed to use higher inflation pressures.	effect			0				
70021956	"The president of the American Press Association, Courtland Smith, testified that inflation in paper prices was ""a question of life or death,"" particularly for smaller newspapers."	effect	cost-push	present	1				
3649213	The price of gold has fluctuated widely over the last five decades, due to various factors like fear of inflation, as well as everyday political and economic events.	effect	other-effect	past	1				
17048707	The question is whether this new economic mix can persist, with the weaker pound helping to deliver a continued export pickup, offsetting a smaller contribution from shoppers who are about to be squeezed by faster inflation.	effect	cost	future	1				
806749	The real rate takes into account inflation, so consumers probably felt the pinch when you consider the nominal amount paid for electricity climbed 37.2% during the same period.	effect	cost	present	1				
86907607	The reasons why inflation was a problem then may be instructive to review, because some observers fear that the U.S. is flirting with sparking that kind of inflation again.	effect			0	midwest	Forbes	North Dakota	National
90342940	"The report comes as U.S. central bankers began their last policy-setting meeting of 2022.. And it could allow them to ease up some on their inflation fight.. says Alex Pelle, U.S. economist at Mizuho USA.PELLE: ""...I think what this means is that the Fed can be more comfortable in slowing down its pace of rate hikes."	effect	rates	future	1				
85971346	The research addresses a problem Fed officials knew could bedevil them as they debated whether to move to a new approach that would allow periods of high inflation to offset the last decade of weak prices.	effect			0	midwest	Eagan	Minnesota	National
86490734	The rule also promulgates unjustified expansion of activities that count, including many activities that do not directly benefit low- and moderate-income people and communities.112 The most problematic change is revising the presumptive CRA rating thresholds to dramatically increase CRA ratings inflation.113 The OCC proposed the rule without conducting even cursory data analysis--forging ahead of the Federal Reserve as it formulated its rule and making CRA-enforcing agencies even more out of step with each other.	effect			0				
70317075	"The rules, such as the well-known Taylor rule used to guide Federal Reserve policy since the 1990s until the financial crisis, should be updated to use modern-day inflation expectations, and a lower neutral interest rate, Bullard said."""	effect			0	northeast	Washington	District of Columbia	National
83052484	The tariff increases are significantly greater than normal updates to account for inflation and port operational costs.	effect			0	northeast	Ward 5	District of Columbia	National
15427008	"The thinking was that the earlier measure's use of what was called the ""sustainable growth rate "" would help restrain the upward pressure on doctors' rates and combat health care inflation."	effect			0	southeast	Arlington	Virginia	National
81653507	The union has proposed a 5% annual raise during the next three years and officials argue that teachers' most recent contract, which expired this summer, didn't keep pace with inflation in the city.	effect			0	southwest	Houston	Texas	Regional
1191199	The wages of lower- and middle-income earners have largely stagnated since 1990, adjusted for inflation.	effect			0	west	Portland	Oregon	Regional
522497	"There's still plenty of slack in the labor market, we don't have very much in terms of wage inflation, so it's not surprising that you're seeing very little pricing power."""	effect			0				
3412727	There is unlikely to be any spike up in inflation, given the strong dollar DXY, +0.01%, lack of wage dynamism and the scope for firms to absorb cost increases into their profit margins.	effect			0	northeast	Washington	District of Columbia	National
31698979	These aren't even enough to cover expected inflation.	effect			0				
764208	These days, in this era of hyper grade inflation, who doesn't get a four point gazillion GPA?	effect			0				
31437387	These productivity savings were achieved earlier in the year than originally anticipated and helped us offset other cost inflation headwinds in the business.	effect			0				
82651961	They're not having a significant increase in their pay over the years in terms of relating to inflation or any other measure.	effect			0	northeast	South Brunswick	New Jersey	National
70395763	They've settled on a cap of 7 percent plus inflation and will require landlords to provide cause for evictions after the first year in a unit.	effect			0				
13645302	They cannot control the markets or inflation, nor can they directly influence monetary policy or currency rates.	effect			0				
89988303	They have asked for a meeting with Truss and Kwarteng in an open letter, prompted by reports saying cabinet ministers are being told that they must manage within existing budgets, even though inflation means they may be going down in real terms.	effect	govt	present	1				
862419	They swoop in with incredible speed and force to bail out the financial sectors in which creditors are invested, trampling over prior norms and laws as necessary.... They do not pursue monetary policy with sufficient force to ensure expenditure growth even at risk of inflation.	effect			0	midwest	Old Reservoir Road	Illinois	National
86451658	"They want pay increases that would be higher than the inflation rate,""said a CIARA source who asked not to be named due to the sensitivity of the negotiations."	effect			0	midwest	Eagan	Minnesota	National
70550510	They will be looking for: a commitment to a go-slow approach to future rate hikes, an acknowledgement of the challenges balance sheet reduction poses, and the economic outlook in view of renewed chatter from Fed executives about the weak pace of inflation amid a global growth slowdown.	effect			0	southeast	Kenner	Louisiana	National
3597557	This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments.	effect			0				
786980	This enormous variability in the inflation rate filters through to other economic statistics, as well.	effect			0	midwest	Time	Illinois	National
2276442	This is a necessary measure to anchor devaluation and inflation expectations.	effect			0				
8381768	"This is a substantial change from times past when homeowners faced a stiff ""inflation tax "" on the increased value of their homes."	effect			0				
89538312	This is despite several unions calling for a pay increase at or above inflation, which on Wednesday was estimated to hit 9.1% on the CPI measure and 11.7% for RPI.	effect			0	southeast	Independent	Louisiana	National
31467702	This is especially true given today's low inflation.	effect			0				
3060851	This judgment reflects the fact that inflation continues to run well below the Committee's 2 percent objective, and that room for sustainable improvements in labor market conditions still remains.	effect	rates	present	1	northeast	Washington	District of Columbia	National
1219521	This link made the Saudi economy prone to massive inflation and led to a decline in the purchasing power of the Saudi riyal.	effect	purchase	past	1				
87405732	This month's inflation level exceeded the Fed's expectations, a sign that its read on the economy is likely wrong.	effect			0				
31659769	This will trigger cost push inflation as companies will produce at higher cost and pass the cost to the consumer.	effect			0				
78557	This worsens inflation during good economic times, and worsens unemployment during poor economic times.	effect			0				
34051778	Those Those in in favor favor of of the the idea idea say say suspending suspending the the gas gas tax tax will will cut cut prices prices at at the the pump pump and and provide provide some some relief relief as as Americans Americans face face skyrocketing skyrocketing inflation inflation..	effect	govt	present	1	west	San Francisco	California	National
89044615	Those include inflation, which is still rising; a global supply chain plagued with snarls; resurgent COVID outbreaks flaring up around the world; and Russia's war against Ukraine, that is both Europe's largest land conflict in three generations and a major disruptor of global food and oil markets (which bri After eking out only a tiny gain yesterday, shares of Ford Motor Company (NYSE: F) fell sharply on Tuesday, down 4.4% as of 1 p.m.	effect			0				
80036305	Those odds have increased dramatically in recent days as below-target inflation readings and signs of a cooling labor market clouded the outlook.	effect	rates	future	1				
85021999	Thus inflation.	effect			0	midwest	Old Reservoir Road	Illinois	National
85676089	To others, however, it suggests that the markets are reacting instead to pledges by the Fed that it would keep nominal rates near zero even if inflation ticked up a bit.	effect	rates	future	1				
19964320	"Today's report is just the sort of ammunition the Fed doves need to argue against additional rate hikes this year or even next year if they don't get confirmation that inflation is headed higher towards the Fed's 2.0 percent target."""	effect	rates	future	1	southeast	Kenner	Louisiana	National
23024987	Traders are concerned that with the jobs market picking up steam, inflation will follow.	effect			0				
70742108	Traders betting on a rate-cut were surprised when Powell said on Wednesday the recent decline in inflation was unlikely to last, dampening speculation of policy easing later this year.	effect	rates	future	1	northeast	Washington	District of Columbia	National
26067138	Turkey faces spiralling external debts and rampant inflation, while a spat over an imprisoned US pastor means the country faces economic sanctions, making life even more difficult for its strongman president, Recep Tayyip Erdogan.	effect			0				
25627030	U.S. inflation is likely to creep higher due to an expected increase in the price of goods arising from higher tariffs on imports.	effect			0				
21952216	Underscoring uncertainty about the future of inflation, several members of the Governing Council actually suggested that there be a de-linking of tapering plans from inflation.	effect	uncertain	present	1				
21952216	Underscoring uncertainty about the future of inflation, several members of the Governing Council actually suggested that there be a de-linking of tapering plans from inflation.	effect	rates	future	1				
14909480	Unemployment has been at or below 5 percent all year--close to most economists' estimates of full employment, while the Fed's preferred gauge of inflation, minus volatile food and energy components, ticked up to 1.7 percent in the 12 months through August.	effect			0				
3517860	WSJ: Massive inflation coming soon (2008) Krugman: No inflation will come. (	effect			0				
92730765	Wage gains are among the components of inflation that some say will be hard to eradicate.	effect			0				
25709086	Wage inflation had increased in recent quarters and could generate more widespread price pressures during the next couple of years.	effect			0				
248337	Wages have grown from $52,000 to nearly $71,000 from 2001 to 2011, but the real growth--which includes inflation--is just 5.4 percent over the decade.	effect			0				
16672249	Wages have grown strongly in the Trump years, especially for men without a college degree, even if rising inflation is beginning to bite into the gains.	effect	cost	present	1	southeast	Atlanta	Georgia	National
23218125	Wall Street has been eyeing inflation data to help it gain clues about the pace and trajectory of interest rate hikes from the Federal Reserve.	effect	rates	future	1				
14925276	We're getting a little bit of the good kind of inflation.	effect			0	northeast	Washington	District of Columbia	National
3086333	We, meaning the Federal Open Market Committee or FOMC, define it as a 2 percent inflation rate over the medium term.	effect			0				
85819346	We already can see the fear of inflation and high liquidity impacting the price of gold.	effect	savings	present	1				
85819346	We already can see the fear of inflation and high liquidity impacting the price of gold.	effect	other-effect	present	1				
3538590	We also used the Trustee's assumed annual inflation from 2015 to 2028 to calculate the maximum FSA contribution amounts.	effect			0				
21263881	We believe that whoever is appointed is likely to adhere fundamentally to the course charted by Governor Kuroda--i.e., proceed forcefully with easing and keep the 2% inflation target.	effect			0				
86582003	"We believe the Fed's policy of tolerating a modest overshoot of its long-term inflation target is likely to be tested."""	effect			0	northeast	State College	Pennsylvania	National
31283298	We reasoned that 97% OTU clusters would be more conservative relative to 100% OTU clusters, given that any sequencing errors, as well as sequences that had less than perfect match among multiple copies of the 16S rRNA gene from the same genome, would result in inflation and potential overestimation of the core.	effect			0				
31972758	We used the estimated intercept from LD score regression13 to inflation-adjust the test statistics.	effect			0				
974999	What Europe needs is to jump start the economies along its southern periphery by allowing slightly higher inflation.	effect	other-effect	present	1				
2568954	When adjusted for inflation, it is spending 37 percent less per capita on higher education than it did in 1991.	effect			0	west	Seattle	Washington	Regional
81265024	When individuals with infections caused by antibiotic-susceptible organisms are used as control-patients, the relationship between case-patients and certain risk factors, particularly antibiotic exposures may be biased resulting in the incorrect identification of an antibiotic as a risk factor because of inflation of the measure or effect or odds ratio.	effect			0				
1175513	When the wager was up, every single metal Ehrlich had picked went down in price--several even without accounting for inflation.	effect			0				
131261	When unemployment is high and growth slow, inflation rates fall, almost no matter how much money is added to the economy.	effect			0				
547991	When you look at how those increases have been implemented, it has exceeded the rate of inflation.	effect			0	west	Kent	Washington	National
806627	While he generally advises those looking to protect their purchasing power to invest capital in precious metals and the equity markets (the rationale being inflation should hurt equity prices less than bond prices), he warns that equities appear overbought at this time.	effect	savings	general	1	northeast	State College	Pennsylvania	National
2651616	While the evidence does not support the notion that Sweden's decline in PISA was caused by the voucher system as such or by school choice, Professor Fisman identifies other problems caused by the reform other than declining test scores, such as grade inflation.	effect			0				
13795912	With a cloudy economic outlook and inflation under control, most economists expect the bank to remain on hold in the coming months as long as the U.S. Federal Reserve doesn't raise rates.	effect	rates	present	1	northeast	Washington	District of Columbia	National
18037549	"With an MPC that is starting to lean towards a hike as a result of stronger growth and inflation above target, this points to an upside risk to our current' on hold' rate call."""	effect	rates	future	1	northeast	State College	Pennsylvania	National
2764583	With inflation on the rise, the midi was an economic encumbrance, too; the longer length required a higher price point.	effect	cost	past	1	southeast	Atlanta	Georgia	National
2764583	With inflation on the rise, the midi was an economic encumbrance, too; the longer length required a higher price point.	effect	cost-push	past	1	southeast	Atlanta	Georgia	National
703349	With inflation under control and unemployment so high, those guidelines tell us something most unusual: the federal funds rate should actually be in negative territory.	effect	rates	present	1				
525213	With no end for inflation in sight--Venezuela's president has argued that economic crisis is merely temporary--its central bank may be forced to churn out even bigger bills.	effect	other-effect	future	1				
15944872	With only nine days to go before Christmas, Venezuelans grappling with a collapsing economy and soaring inflation are left without money after...	effect	cost	present	1	northeast	South Brunswick	New Jersey	National
70824434	With run-rate inflation, sixteen off the first over in 1979 is worth about 25 now.	effect			0				
70023041	With the unemployment rate low and inflation near the 2% target, most economists see the Fed sticking to a gradual rate hike pace until the middle of next year.	effect	rates	future	1	northeast	Washington	District of Columbia	National
31983626	Without more discipline at the Fed, inflation could easily get out of control.	effect			0				
241237	Without some form of temperature compensation, a hot tire that is underinflated might appear to be fine, because the contained air pressure is at or above its cold inflation pressure.	effect			0				
2787751	Writing about the scheme in the Wall Street Journal last September, Abe claimed the government growth plan could spur a two-percent increase in productivity over the middle to long term, which in turn could lead to an average two-percent increase in inflation-adjusted GDP over a 10-year period.	effect			0				
304459	Yes, Disneyland's price increases are still tough for a family to handle, but it's nice to know that an investment in happiness would have kept up with inflation.	effect			0				
20298382	Yields, which move in the opposite direction of debt prices, retreated on Thursday's early trade after data showed core personal-consumption expenditures (PCE) inflation, the Fed's preferred price gauge, rose just 0.1% in July.	effect	savings	present	1	northeast	Washington	District of Columbia	National
85012753	You can think of average inflation targeting or temporary price level target by Ben Bernanke.	effect			0				
2489740	not with labor slack and inflation nil.	effect			0				
25098288	of the growth tied to inflation rates and GDP growth.	effect			0				
13498967	"risk is that if inflation stays this low for a couple of years, it'll get baked into expectations and then, bang, you're in trouble,""said Michael Blythe, chief economist at Commonwealth Bank."	effect			0				
9201591	to 4% band that Janet Yellen told us two years ago would be consistent with the Fed's inflation objective.	effect			0	northeast	State College	Pennsylvania	National
90073984	told analysts during a conference call following the release of the company's latest quarterly results that high inflation and worries of a recession haven't slowed its customers' spending.	effect	uncertain	present	1	northeast	Washington	District of Columbia	National
90073984	told analysts during a conference call following the release of the company's latest quarterly results that high inflation and worries of a recession haven't slowed its customers' spending.	effect	social	present	1	northeast	Washington	District of Columbia	National
84138445	"""A very significant element in January inflation was that oil prices rose substantially in the past year,"" Varga said."	effect			0				
18276054	"""And in the last 12 months, as I said, inflation rate was down, and basically in negative territory."	effect			0	southeast	Kenner	Louisiana	National
70129697	"""Core inflation is likely to have remained elevated."	effect			0				
82622481	"""Every enterprise has fixed cost like wages-chemicals that go up over the years there is inflation,"" said Councillor Greg Neitzert."""	effect	cost-push	general	1				
31784146	"""I think that the low-inflation paradigm that we are in will most likely end when a) real interest rate returns are pushed so low that investors holding the debt won't want to hold it and will start to move to something they think is better and b) simultaneously, the large need for money to fund liabilities will contribute to the' big squeeze,"" he wrote."	effect			0				
85775708	"""If you wanted to stay on the price-level path that was established from 1995 to 2012 you could run 2.5% inflation for quite a while,"" he said."	effect			0	west	Sunnyvale	California	National
19964320	"""Net, net, the rising inflation trend has gone off the tracks with little price pressures reported the last five months."	effect			0	southeast	Kenner	Louisiana	National
844690	"""Oil price fluctuations appear to have contributed to higher inflation uncertainly since the crisis."	effect			0	midwest	Eagan	Minnesota	National
23586201	"""Overall the February jobs report is the best of both worlds - strong job growth without accelerating wage inflation - It's not too hot not too cold, a Goldilocks report,"" Young added."	effect			0				
70590106	"""Teachers' salaries have been stagnant for nearly a quarter of a century, and even declined by 2 percent after adjusting for inflation since 1992,"" he says."""	effect			0				
3437586	"""The Fed doesn't necessarily need to see that inflation is at 2 percent, but certainly on the glide path towards 2 percent."	effect			0	southeast	Kenner	Louisiana	National
8326600	"""The Monetary Policy Committee agreed that a lower OCR is necessary to continue to meet its employment and inflation objectives,"" RBNZ's monetary policy committee said in a statement accompanying its rates decision."	effect			0				
31295541	"""The bank did highlight increasing downside risks from external demand and stated that it will pay closer attention to the possibility that momentum towards reaching its 2% inflation target will be lost,"" Marcel Thieliant of Capital Economics said in a commentary."	effect			0	west	Tucson	Arizona	Local
82261040	"""The important thing for us is how the exchange rate affects the inflation channel,"" stated Central Bank President Roberto Campos Neto earlier this week to a Congressional committee ""If..."	effect			0				
2641478	"""The obvious near-term solution is to raise the gasoline tax back to where it was in 1993 dollars and index it for inflation,"" the paper wrote."""	effect	govt	present	1	northeast	Ward 6	District of Columbia	National
91755698	"""We think that the public generally sees us as very likely to be successful in getting inflation down to 2%."	effect			0				
70240135	"""While the uptick in both the core-CPI and core-WPI inflation in October 2018 warrants some caution, the recent pullback in the rupee and crude oil prices has softened the risks to the inflation trajectory,"" she added."	effect			0				
15442537	"""With that could come some inflation."	effect			0	midwest	Chicago	Illinois	Regional
3875626	"""With underlying inflation still strong, the Bank of Japan will likely leave policy settings unchanged at its January meeting unless next week's tankan disappoints significantly,"" Capital Economics' Japan economist Marcel Thieliant wrote in a research note."	effect	rates	future	1	northeast	Washington	District of Columbia	National
385787	's mainstream proliferation, Kipochi boasts these tenets on its front page: Free of inflation Global Secure Transparent Low cost The wallet service allows government-ID-carrying users to swap funds by using their phone numbers as account numbers.	effect			0				
89641055	(Adds market reaction and comments from Wyden and Whitehouse, starting in fifth paragraph) (Bloomberg)--Odds are now close to even that the US economy will slip into a recession within the next year as persistent and rapid inflation emboldens the Federal Reserve to pursue larger interest-rate hikes.	effect	rates	future	1				
14390218	(Editing by Elaine Hardcastle) Next In Business News WASHINGTON U.S. consumer prices rose more than expected in August as healthcare costs recorded their biggest gain in 32-1/2 years, pointing to a steady build-up of inflation that could allow the Federal Reserve to raise interest rates this year.	effect	cost	present	1	midwest	Eagan	Minnesota	National
14390218	(Editing by Elaine Hardcastle) Next In Business News WASHINGTON U.S. consumer prices rose more than expected in August as healthcare costs recorded their biggest gain in 32-1/2 years, pointing to a steady build-up of inflation that could allow the Federal Reserve to raise interest rates this year.	effect	rates	future	1	midwest	Eagan	Minnesota	National
3547593	"1:29 pm August 31, 2015 Rohan Parikh wrote: WSJ writes,""The deflation of China's stock bubble should have no more economic impact than its inflation did."""	effect	uncertain	past	1				
84555082	51 Based on the projected 2020 inflation estimate, the compensation benchmark for 2020 is $367,085 per pilot.	effect			0				
88755024	A January survey of economists at the Initiative on Global Markets at the University of Chicago Booth School of Business found most experts in agreement on both questions: Inflation wasn't explained by big firms deciding to get richer, and antitrust interventions--such as those tossed about by the Biden administration--weren't likely to curb inflation.	effect	govt	future	1				
2678354	A bit of inflation could induce them to invest, which might yield more rapid economic growth.	effect	uncertain	general	1				
750038	A large literature argues that monetary policymakers should set the policy interest rate in such a way as to bring the expected future paths of unemployment and inflation as close to their goals as possible.9 Technically, a simple way to capture this idea is for monetary policymakers to formulate a plan for interest rates and any other monetary policy instruments that minimizes a loss function.	effect			0				
23740423	A relatively new phenomenon, inflation has become a real worry for governments since the 1960s.	effect			0				
86658263	According to FXStreet's Yohay Elam, Powell may indirectly signal a willingness to buy more bonds by calling for increased fiscal (government) spending, in which case inflation hedges like bitcoin and gold could shine.	effect	savings	future	1				
86658263	According to FXStreet's Yohay Elam, Powell may indirectly signal a willingness to buy more bonds by calling for increased fiscal (government) spending, in which case inflation hedges like bitcoin and gold could shine.	effect	other-effect	future	1				
87779300	After U.S. inflation surged 5.4% in June from a year earlier in its biggest monthly gain since August 2008, it once again rose 5.4% in July.	effect			0				
7920425	After that, further increases would be indexed to the inflation rate.	effect			0				
8877231	Ahead in the NA session, the USD will take centre stage as US inflation figures and other key indicators are due.	effect			0				
2433324	Although buying inflation protection can add 50% or more to the cost of a premium, many financial experts say it's a big mistake to go without it.	effect	savings	general	1				
86786420	And Federal Reserve Chairman Jerome Powell has already said he expects a temporary bump in inflation in coming months, but also indicated the Fed will not let them trigger a preemptive increase in Fed interest rates tamp down whatever price increases occur.	effect	rates	present	1	northeast	New York County	New York	National
2470065	And after holding near a two percent annual inflation rate (which is where the Fed wants it) the measure is pushing towards the three percent level as the recovery in home prices filters into the government's inflation calculations.	effect			0	west	Kent	Washington	National
9019829	And if inflation somehow rears up again, stocks will likely be the asset of choice, given their proven ability to rise alongside inflation--a connection that makes sense given that companies can generally pass along higher prices to their consumers.	effect	cost	general	1	southeast	Kenner	Louisiana	National
9019829	And if inflation somehow rears up again, stocks will likely be the asset of choice, given their proven ability to rise alongside inflation--a connection that makes sense given that companies can generally pass along higher prices to their consumers.	effect	savings	general	1	southeast	Kenner	Louisiana	National
9019829	And if inflation somehow rears up again, stocks will likely be the asset of choice, given their proven ability to rise alongside inflation--a connection that makes sense given that companies can generally pass along higher prices to their consumers.	effect	cost-push	general	1	southeast	Kenner	Louisiana	National
14054195	"And in a speech Sunday, Fischer said the Fed was getting ""close to our targets,"" including being ""within hailing distance "" of the Fed's 2 percent goal for inflation."	effect			0				
21938360	And just a follow-up on the question about the international margin, you mentioned that it was mix and also some inflation related noise I guess.	effect			0				
87209899	And so I think there's a lot of things that are percolating right now that are leading to higher inflation.	effect			0				
70611952	And watch the rush for hard assets to avoid the inflation tsunami.	effect	savings	present	1				
2966433	And when you factor for inflation, they actually receive less state money now than 25 years ago.	effect			0				
1134784	And while politically connected middlemen make out like bandits, you, I presume, will be admiring the hundred of millions of starving children, who are getting killed by food inflation.	effect	cost	present	1	midwest	Time	Illinois	National
1134784	And while politically connected middlemen make out like bandits, you, I presume, will be admiring the hundred of millions of starving children, who are getting killed by food inflation.	effect	social	present	1	midwest	Time	Illinois	National
70461223	And with inflation remaining tame, the rationale to tighten credit has become less compelling.	effect	uncertain	present	1				
395388	Another large part of the gap comes from how analysts adjust compensation and productivity for inflation.	effect	purchase	general	1				
395388	Another large part of the gap comes from how analysts adjust compensation and productivity for inflation.	effect	cost-push	general	1				
485821	As a direct result of high unemployment, wage growth has not kept up with the rate of inflation over the past few years.	effect			0				
85007868	As consumption increases, so does the ability for producers to charge higher prices (inflation) and for lenders to increase borrowing costs.	effect	cost	general	1				
85007868	As consumption increases, so does the ability for producers to charge higher prices (inflation) and for lenders to increase borrowing costs.	effect	rates	general	1				
2414928	As of this writing, the nominal FAO Food Price Index (uncorrected for inflation) has remained above 200 for more than three years, the likely product of rising demand, speculation, and ethanol production.	effect			0				
866972	As recently as a generation ago, economists viewed their job as understanding prices, depressions, unemployment and inflation.	effect			0	northeast	South Brunswick	New Jersey	National
85914584	As volatility increases with market stress, the options benefit from relative interest rate moves, whether those moves are lower (or negative) rates in near-term maturities - often associated with Fed rate cuts - or higher rates in long-term maturities as a result of increasing expectations of future inflation.	effect	rates	present	1				
85914584	As volatility increases with market stress, the options benefit from relative interest rate moves, whether those moves are lower (or negative) rates in near-term maturities - often associated with Fed rate cuts - or higher rates in long-term maturities as a result of increasing expectations of future inflation.	effect	savings	present	1				
86492839	At that point, it will revert to its pre-2018 level of $5 million for individual estates ($10 million for married couples), adjusted for inflation.	effect			0				
833716	At this point they know they can get more revenues because of inflation and more people in the AMT with one year patches as opposed to say making a five to ten year patch at the same tax rates.	effect	redistribution	present	1				
833716	At this point they know they can get more revenues because of inflation and more people in the AMT with one year patches as opposed to say making a five to ten year patch at the same tax rates.	effect	govt	present	1				
90224931	Autumn statement sets scene for' grim' fall in living standards 05:10, Sravasti Dasgupta In his autumn statement designed to rein in inflation and restore financial stability, Jeremy Hunt deployed stealth taxes totalling?	effect			0	midwest	Madison	Wisconsin	National
70062999	Average monthly incomes have fallen from $1,535 in October 2012 to just $762 in March of this year, not adjusted for inflation.	effect			0	northeast	Boston	Massachusetts	Regional
22806916	Bank of Canada Raises Rates, Warns on Nafta Risk The Bank of Canada raised its main interest rate to 1.25% on the strength of stellar employment data and a pickup in inflation, but it signaled a cautious approach to further rate increases while warning that uncertainty tied to the future of the North American Free Trade Agreement is likely to exert a drag on growth.	effect	rates	present	1				
80118042	Based on the 1960s minimum wage, if you increase with inflation then it should be around $12.	effect			0				
16049782	Basic materials could push inflation above the 2% level.	effect			0				
1128278	Bernanke, whose term ends in January 2014, sought on Thursday to tamp down worries that he is aiming for higher inflation, which is near the Fed's 2 percent target.	effect			0	midwest	Eagan	Minnesota	National
556013	Besides, cosmologists are still in the dark as to the amplitude and shape of the signal they are looking for, due to the many theoretical uncertainties that are still plaguing inflation.	effect			0				
31635772	Beyond higher inflation and higher interest rates, high debt risks a fiscal crisis and limits policymakers' ability to respond to any crisis.	effect	rates	future	1	west	San Francisco	California	National
86959021	Bond yields have risen this year as traders have been watching the potential for inflation pressures to pick up after struggling economies were flooded with credit and government spending.	effect	savings	present	1	west	Richmond District	California	Regional
91599967	"Brian Deese, director of the National Economic Council, admitted that inflation and high gas prices have created ""real economic hardship."""	effect	cost	present	1	west	San Francisco	California	National
