city,state,urban,region,time,cost,cost-push,demand,expect,fiscal,govt,international,monetary,other-cause,other-effect,purchase,rates,redistribution,savings,social,supply,trade,uncertain,wage
"grand rapids, michigan",michigan,0,midwest,341,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"grand rapids, michigan",michigan,0,midwest,342,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"grand rapids, michigan",michigan,0,midwest,343,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0
"grand rapids, michigan",michigan,0,midwest,344,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"grand rapids, michigan",michigan,0,midwest,345,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
"grand rapids, michigan",michigan,0,midwest,346,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"grand rapids, michigan",michigan,0,midwest,347,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"great falls, montana",montana,0,west,304,1,3,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"great falls, montana",montana,0,west,305,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"great falls, montana",montana,0,west,306,0,0,0,0,0,1,0,0,0,0,2,2,0,1,0,1,0,0,0
"great falls, montana",montana,0,west,308,2,0,0,0,0,3,0,0,0,0,0,1,1,2,0,2,0,0,1
"great falls, montana",montana,0,west,309,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"great falls, montana",montana,0,west,310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"great falls, montana",montana,0,west,311,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1
"great falls, montana",montana,0,west,312,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"great falls, montana",montana,0,west,313,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
"great falls, montana",montana,0,west,314,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"great falls, montana",montana,0,west,315,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"great falls, montana",montana,0,west,316,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"great falls, montana",montana,0,west,317,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
"great falls, montana",montana,0,west,318,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"great falls, montana",montana,0,west,319,2,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0
"great falls, montana",montana,0,west,320,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
"great falls, montana",montana,0,west,321,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"great falls, montana",montana,0,west,322,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"great falls, montana",montana,0,west,323,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"great falls, montana",montana,0,west,325,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"great falls, montana",montana,0,west,326,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"great falls, montana",montana,0,west,327,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
"great falls, montana",montana,0,west,328,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"great falls, montana",montana,0,west,329,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"great falls, montana",montana,0,west,330,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"great falls, montana",montana,0,west,331,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"great falls, montana",montana,0,west,332,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0
"great falls, montana",montana,0,west,333,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"great falls, montana",montana,0,west,334,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"great falls, montana",montana,0,west,335,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"great falls, montana",montana,0,west,336,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"great falls, montana",montana,0,west,337,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0
"great falls, montana",montana,0,west,338,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"great falls, montana",montana,0,west,339,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,2,0,1,0
"great falls, montana",montana,0,west,340,1,2,2,0,2,3,1,1,0,0,0,1,0,1,0,3,0,0,1
"great falls, montana",montana,0,west,341,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0
"great falls, montana",montana,0,west,342,3,0,0,0,0,1,0,0,0,0,0,4,0,1,1,3,0,0,1
"great falls, montana",montana,0,west,343,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"great falls, montana",montana,0,west,344,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"great falls, montana",montana,0,west,345,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"great falls, montana",montana,0,west,346,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"great falls, montana",montana,0,west,347,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0
"green bay, wisconsin",wisconsin,0,midwest,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"green bay, wisconsin",wisconsin,0,midwest,306,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"green bay, wisconsin",wisconsin,0,midwest,307,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"green bay, wisconsin",wisconsin,0,midwest,308,0,1,0,0,0,2,0,0,0,0,0,4,0,0,0,2,0,0,2
"green bay, wisconsin",wisconsin,0,midwest,309,2,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"green bay, wisconsin",wisconsin,0,midwest,310,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"green bay, wisconsin",wisconsin,0,midwest,311,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"green bay, wisconsin",wisconsin,0,midwest,312,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"green bay, wisconsin",wisconsin,0,midwest,313,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0
"green bay, wisconsin",wisconsin,0,midwest,314,0,3,0,0,0,1,0,0,0,0,0,4,0,1,0,2,0,1,0
"green bay, wisconsin",wisconsin,0,midwest,315,0,1,0,0,1,1,0,0,0,0,2,2,0,2,0,0,0,0,0
"green bay, wisconsin",wisconsin,0,midwest,316,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"green bay, wisconsin",wisconsin,0,midwest,317,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"green bay, wisconsin",wisconsin,0,midwest,319,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
"green bay, wisconsin",wisconsin,0,midwest,320,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"green bay, wisconsin",wisconsin,0,midwest,321,4,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0
"green bay, wisconsin",wisconsin,0,midwest,323,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"green bay, wisconsin",wisconsin,0,midwest,324,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"green bay, wisconsin",wisconsin,0,midwest,325,0,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,0,0
"green bay, wisconsin",wisconsin,0,midwest,326,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0
"green bay, wisconsin",wisconsin,0,midwest,327,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,1,0,0,0
"green bay, wisconsin",wisconsin,0,midwest,328,2,0,0,0,0,2,2,0,0,0,0,0,0,1,0,1,0,0,0
"green bay, wisconsin",wisconsin,0,midwest,329,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"green bay, wisconsin",wisconsin,0,midwest,330,0,0,2,1,0,1,0,0,0,0,0,3,0,1,0,1,0,0,0
"green bay, wisconsin",wisconsin,0,midwest,331,2,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
"green bay, wisconsin",wisconsin,0,midwest,332,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"green bay, wisconsin",wisconsin,0,midwest,333,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
"green bay, wisconsin",wisconsin,0,midwest,334,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"green bay, wisconsin",wisconsin,0,midwest,335,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"green bay, wisconsin",wisconsin,0,midwest,336,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
"green bay, wisconsin",wisconsin,0,midwest,337,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"green bay, wisconsin",wisconsin,0,midwest,339,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
"green bay, wisconsin",wisconsin,0,midwest,340,0,0,0,0,2,0,0,4,0,0,0,3,0,1,0,0,0,0,0
"green bay, wisconsin",wisconsin,0,midwest,341,3,2,0,0,0,1,0,4,0,0,0,0,2,9,0,3,0,2,2
"green bay, wisconsin",wisconsin,0,midwest,342,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
"green bay, wisconsin",wisconsin,0,midwest,343,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"green bay, wisconsin",wisconsin,0,midwest,344,1,1,0,0,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0
"green bay, wisconsin",wisconsin,0,midwest,346,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0
"green bay, wisconsin",wisconsin,0,midwest,347,1,0,0,0,0,2,3,4,0,0,1,1,0,1,0,0,0,0,0
"greensboro, north carolina",north carolina,0,southeast,280,4,0,2,0,2,3,0,1,0,0,0,3,0,4,2,1,0,0,0
"greensboro, north carolina",north carolina,0,southeast,281,1,0,1,0,1,1,1,1,0,1,1,1,0,4,2,0,0,2,0
"greensboro, north carolina",north carolina,0,southeast,282,0,1,0,1,0,0,1,3,1,0,3,3,0,6,0,1,1,4,0
"greensboro, north carolina",north carolina,0,southeast,283,1,0,1,0,1,1,2,1,0,0,1,5,1,4,0,3,0,2,0
"greensboro, north carolina",north carolina,0,southeast,284,2,0,2,0,1,0,1,3,0,0,0,11,0,6,3,1,0,4,1
"greensboro, north carolina",north carolina,0,southeast,285,0,3,3,0,3,0,1,9,0,0,1,13,0,8,1,2,0,7,4
"greensboro, north carolina",north carolina,0,southeast,286,0,0,4,0,1,1,0,4,0,0,0,11,0,8,0,2,0,2,1
"greensboro, north carolina",north carolina,0,southeast,287,2,1,1,0,2,0,1,5,0,0,1,10,1,7,0,2,0,1,1
"greensboro, north carolina",north carolina,0,southeast,288,0,0,2,0,1,7,2,2,2,0,0,5,0,4,0,1,2,4,1
"greensboro, north carolina",north carolina,0,southeast,289,0,2,1,0,0,4,0,2,0,0,0,2,0,1,1,2,1,5,0
"greensboro, north carolina",north carolina,0,southeast,290,0,0,0,0,0,2,0,0,1,0,1,1,0,5,0,1,0,0,0
"greensboro, north carolina",north carolina,0,southeast,291,0,1,0,0,0,2,0,2,0,0,1,3,0,2,0,0,0,0,0
"greensboro, north carolina",north carolina,0,southeast,292,1,1,0,0,1,0,0,1,1,0,0,2,0,5,1,0,0,1,0
"greensboro, north carolina",north carolina,0,southeast,293,2,0,1,0,0,0,0,1,0,0,2,16,0,16,0,2,0,15,4
"greensboro, north carolina",north carolina,0,southeast,294,1,1,5,0,1,0,0,7,0,0,0,17,0,6,0,3,0,9,1
"greensboro, north carolina",north carolina,0,southeast,295,1,0,5,0,0,1,0,3,0,0,0,10,0,14,0,6,0,6,0
"greensboro, north carolina",north carolina,0,southeast,296,1,0,3,0,0,1,0,10,0,0,0,19,0,11,0,3,0,6,4
"greensboro, north carolina",north carolina,0,southeast,297,0,3,4,0,0,0,0,1,0,0,0,14,0,7,1,2,0,4,0
"greensboro, north carolina",north carolina,0,southeast,298,2,1,1,0,0,0,0,0,0,0,0,4,0,2,0,2,0,3,1
"greensboro, north carolina",north carolina,0,southeast,299,1,1,3,0,0,0,0,1,0,0,1,10,1,2,0,3,0,4,1
"greensboro, north carolina",north carolina,0,southeast,300,2,1,3,0,0,0,1,0,0,0,0,8,1,1,0,1,0,1,1
"greensboro, north carolina",north carolina,0,southeast,301,0,2,3,0,0,0,0,0,0,0,1,4,0,2,0,1,0,1,0
"greensboro, north carolina",north carolina,0,southeast,302,1,1,0,0,1,0,3,2,0,0,0,3,0,8,0,2,0,0,3
"greensboro, north carolina",north carolina,0,southeast,303,3,0,0,0,0,0,1,3,0,0,1,0,0,0,1,0,0,0,1
"greensboro, north carolina",north carolina,0,southeast,304,1,3,0,0,0,1,0,0,0,0,1,3,0,2,0,2,0,0,0
"greensboro, north carolina",north carolina,0,southeast,305,0,1,3,0,0,2,0,3,0,0,0,12,1,1,0,3,0,7,1
"greensboro, north carolina",north carolina,0,southeast,306,0,2,1,1,1,0,0,5,0,0,0,21,0,8,0,2,0,3,1
"greensboro, north carolina",north carolina,0,southeast,307,1,1,3,1,0,1,1,3,0,0,1,12,1,5,0,2,0,4,3
"greensboro, north carolina",north carolina,0,southeast,308,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,1,2
"greensboro, north carolina",north carolina,0,southeast,309,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0
"greensboro, north carolina",north carolina,0,southeast,310,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"greensboro, north carolina",north carolina,0,southeast,311,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0
"greensboro, north carolina",north carolina,0,southeast,313,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"greensboro, north carolina",north carolina,0,southeast,315,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"greensboro, north carolina",north carolina,0,southeast,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"greensboro, north carolina",north carolina,0,southeast,320,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"greensboro, north carolina",north carolina,0,southeast,322,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"greensboro, north carolina",north carolina,0,southeast,323,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"greensboro, north carolina",north carolina,0,southeast,324,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"greensboro, north carolina",north carolina,0,southeast,325,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"greensboro, north carolina",north carolina,0,southeast,326,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"greensboro, north carolina",north carolina,0,southeast,327,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"greensboro, north carolina",north carolina,0,southeast,328,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"greensboro, north carolina",north carolina,0,southeast,329,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0
"greensboro, north carolina",north carolina,0,southeast,331,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
"greensboro, north carolina",north carolina,0,southeast,332,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"greensboro, north carolina",north carolina,0,southeast,333,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"greensboro, north carolina",north carolina,0,southeast,334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"greensboro, north carolina",north carolina,0,southeast,335,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"greensboro, north carolina",north carolina,0,southeast,336,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"greensboro, north carolina",north carolina,0,southeast,337,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"greensboro, north carolina",north carolina,0,southeast,338,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"greensboro, north carolina",north carolina,0,southeast,342,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"greensburg, pennsylvania",pennsylvania,0,northeast,285,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"greensburg, pennsylvania",pennsylvania,0,northeast,286,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"greensburg, pennsylvania",pennsylvania,0,northeast,287,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"greensburg, pennsylvania",pennsylvania,0,northeast,288,0,1,2,0,0,0,0,1,0,0,0,2,0,0,0,2,0,1,0
"greensburg, pennsylvania",pennsylvania,0,northeast,291,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"greensburg, pennsylvania",pennsylvania,0,northeast,292,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"greensburg, pennsylvania",pennsylvania,0,northeast,294,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"greensburg, pennsylvania",pennsylvania,0,northeast,296,0,2,0,0,0,8,0,2,0,0,0,4,0,2,0,0,0,0,2
"greensburg, pennsylvania",pennsylvania,0,northeast,297,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0
"greensburg, pennsylvania",pennsylvania,0,northeast,333,2,1,0,0,1,3,0,8,0,0,0,4,0,10,0,3,0,3,0
"greensburg, pennsylvania",pennsylvania,0,northeast,334,0,0,0,0,0,3,0,4,0,0,0,5,0,0,0,3,0,0,0
"greensburg, pennsylvania",pennsylvania,0,northeast,335,2,2,1,0,5,2,0,3,0,0,2,3,0,3,0,2,1,1,2
"greensburg, pennsylvania",pennsylvania,0,northeast,336,3,2,0,0,3,6,1,3,0,0,0,5,0,1,1,1,0,0,1
"greensburg, pennsylvania",pennsylvania,0,northeast,337,2,4,2,0,0,7,0,1,2,0,3,2,0,1,0,2,0,0,0
"greensburg, pennsylvania",pennsylvania,0,northeast,338,4,2,0,0,4,2,2,3,0,0,0,12,1,2,1,2,0,0,0
"greensburg, pennsylvania",pennsylvania,0,northeast,339,1,2,0,0,2,4,0,0,1,0,7,0,0,1,0,3,1,4,0
"greensburg, pennsylvania",pennsylvania,0,northeast,340,5,4,0,0,1,5,0,7,0,0,2,2,0,12,2,3,0,0,0
"greensburg, pennsylvania",pennsylvania,0,northeast,341,8,1,1,2,4,9,2,6,0,0,5,8,2,15,1,7,5,1,1
"greensburg, pennsylvania",pennsylvania,0,northeast,342,8,5,0,0,1,2,0,2,1,0,3,19,0,6,3,3,1,0,0
"greensburg, pennsylvania",pennsylvania,0,northeast,343,1,0,0,0,1,6,6,4,0,0,2,0,0,1,1,4,0,0,0
"greensburg, pennsylvania",pennsylvania,0,northeast,344,0,1,2,0,11,3,2,5,0,0,6,0,0,10,1,1,1,0,0
"greensburg, pennsylvania",pennsylvania,0,northeast,345,3,0,0,0,14,5,1,10,0,0,6,3,3,16,3,0,2,2,0
"greensburg, pennsylvania",pennsylvania,0,northeast,346,8,2,0,0,5,1,2,4,0,0,1,1,0,7,0,4,0,1,0
"greensburg, pennsylvania",pennsylvania,0,northeast,347,4,0,2,0,6,6,1,9,0,0,2,6,0,15,0,0,2,0,5
"greensburg, pennsylvania",pennsylvania,0,northeast,348,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"greenville, north carolina",north carolina,0,southeast,330,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"greenville, north carolina",north carolina,0,southeast,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"greenville, north carolina",north carolina,0,southeast,339,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"greenville, north carolina",north carolina,0,southeast,340,2,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,2,0
"greenville, north carolina",north carolina,0,southeast,341,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"greenville, north carolina",north carolina,0,southeast,342,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"greenville, south carolina",south carolina,0,southeast,304,1,1,0,0,0,4,1,4,0,0,0,7,0,2,0,1,0,0,2
"greenville, south carolina",south carolina,0,southeast,305,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
"greenville, south carolina",south carolina,0,southeast,306,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0
"greenville, south carolina",south carolina,0,southeast,307,1,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1
"greenville, south carolina",south carolina,0,southeast,308,1,0,0,0,1,0,0,4,0,0,2,1,0,0,0,0,0,0,0
"greenville, south carolina",south carolina,0,southeast,309,0,1,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,1
"greenville, south carolina",south carolina,0,southeast,310,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0
"greenville, south carolina",south carolina,0,southeast,311,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"greenville, south carolina",south carolina,0,southeast,312,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"greenville, south carolina",south carolina,0,southeast,313,1,1,0,0,0,0,0,1,0,0,1,1,2,0,1,0,0,0,0
"greenville, south carolina",south carolina,0,southeast,316,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0
"greenville, south carolina",south carolina,0,southeast,317,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"greenville, south carolina",south carolina,0,southeast,318,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
"greenville, south carolina",south carolina,0,southeast,319,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"greenville, south carolina",south carolina,0,southeast,320,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"greenville, south carolina",south carolina,0,southeast,321,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"greenville, south carolina",south carolina,0,southeast,322,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"greenville, south carolina",south carolina,0,southeast,323,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"greenville, south carolina",south carolina,0,southeast,324,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"greenville, south carolina",south carolina,0,southeast,325,0,0,0,0,1,1,1,0,0,0,0,3,0,1,0,1,0,0,0
"greenville, south carolina",south carolina,0,southeast,326,1,0,3,2,0,1,0,1,0,0,0,5,1,2,0,2,0,0,1
"greenville, south carolina",south carolina,0,southeast,327,2,2,0,0,1,2,0,0,0,0,0,3,1,0,0,0,0,0,0
"greenville, south carolina",south carolina,0,southeast,328,2,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0
"greenville, south carolina",south carolina,0,southeast,329,2,4,0,0,0,1,1,0,1,2,2,0,0,0,0,2,0,0,0
"greenville, south carolina",south carolina,0,southeast,330,1,1,1,0,1,2,0,1,0,0,0,0,0,0,0,2,0,0,0
"greenville, south carolina",south carolina,0,southeast,331,3,4,0,0,0,2,0,1,0,0,1,4,0,0,0,3,0,0,1
"greenville, south carolina",south carolina,0,southeast,332,2,3,1,0,0,0,0,1,0,0,2,4,0,1,0,0,0,0,0
"greenville, south carolina",south carolina,0,southeast,333,2,2,0,0,0,3,0,1,0,0,0,5,0,3,0,0,0,0,0
"greenville, south carolina",south carolina,0,southeast,334,1,0,1,0,0,2,0,0,0,0,1,1,0,2,0,2,0,0,0
"greenville, south carolina",south carolina,0,southeast,335,1,0,0,1,1,1,0,1,0,0,2,0,0,1,0,1,0,0,1
"greenville, south carolina",south carolina,0,southeast,336,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
"greenville, south carolina",south carolina,0,southeast,337,2,1,1,1,0,1,0,1,0,0,0,4,1,0,0,5,0,0,0
"greenville, south carolina",south carolina,0,southeast,338,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0
"greenville, south carolina",south carolina,0,southeast,339,2,0,0,0,0,1,1,1,0,0,0,4,0,0,0,4,0,1,0
"greenville, south carolina",south carolina,0,southeast,340,0,1,0,0,2,3,0,2,1,0,0,2,0,0,0,4,1,2,0
"greenville, south carolina",south carolina,0,southeast,341,3,2,1,0,0,2,1,3,1,0,1,6,0,1,0,7,0,1,0
"greenville, south carolina",south carolina,0,southeast,342,4,2,0,0,1,0,0,0,0,0,1,1,0,1,0,7,2,3,1
"greenville, south carolina",south carolina,0,southeast,343,2,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0
"greenville, south carolina",south carolina,0,southeast,344,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"greenville, south carolina",south carolina,0,southeast,345,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"greenville, south carolina",south carolina,0,southeast,346,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"greenville, south carolina",south carolina,0,southeast,347,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"greenwich, connecticut",connecticut,0,northeast,325,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"greenwich, connecticut",connecticut,0,northeast,334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"greenwich, connecticut",connecticut,0,northeast,341,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"greenwich, connecticut",connecticut,0,northeast,342,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"greenwich, connecticut",connecticut,0,northeast,343,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"gretna, louisiana",louisiana,0,southeast,249,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"gretna, louisiana",louisiana,0,southeast,251,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"gretna, louisiana",louisiana,0,southeast,252,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"gretna, louisiana",louisiana,0,southeast,254,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gulfport, mississippi",mississippi,0,southeast,276,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"gulfport, mississippi",mississippi,0,southeast,282,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gulfport, mississippi",mississippi,0,southeast,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"gulfport, mississippi",mississippi,0,southeast,301,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
