"annotation_id"	"assigned"	"cause"	"city"	"cost-push-time"	"cost-time"	"created_at"	"demand-time"	"effect"	"expect-time"	"file_id"	"fiscal-time"	"govt-time"	"id"	"inflation-direction"	"international-time"	"lead_time"	"loc"	"monetary-time"	"month"	"narrative-type"	"other-cause-time"	"other-effect-time"	"purchase-time"	"rates-time"	"redistribution-time"	"region"	"savings-time"	"scope"	"social-time"	"state"	"supply-time"	"temporality"	"text"	"title"	"trade-time"	"uncertain-time"	"updated_at"	"wage-time"	"year"	"year_month"
2305	"az"	""	"los angeles"	""	""	"2024-07-11T02:30:47.734952Z"	""	""	""	156264290	""	""	60018	""	""	7.632	"los angeles, calif"	""	7	"none"	""	""	""	""	""	"west"	""	"local"	""	"california"	""	""	"It was also an era during which was spawned filth, inflation, poverty pockets, noise, traffic congestion and ugliness."	"Los Angeles Times (1923-1995)"	""	""	"2024-07-11T02:30:47.734978Z"	""	1969	"1969-07"
2307	"az"	"{""choices"":[""demand"",""fiscal"",""present""]}"	"los angeles"	""	""	"2024-07-11T02:31:47.584092Z"	"present"	""	""	162741981	"present"	""	60019	"inflation-down"	""	29.554	"los angeles, calif"	""	3	"cause"	""	""	""	""	""	"west"	""	"local"	""	"california"	""	"future"	"Nevertheless, Levitt contended, by taking positive steps to cut government spending and by using direct credit restraints-in lieu of even higher interest rates than are already in prospect-to curb spending by consumers and business, Carter has laid some of the ground- work for an easing of inflation."	"Los Angeles Times (1923-1995)"	""	""	"2024-07-11T02:31:47.584112Z"	""	1980	"1980-03"
2306	"az"	""	"los angeles"	""	""	"2024-07-11T02:31:16.457694Z"	""	"govt"	""	162741981	""	"present"	60019	"inflation-up"	""	22.557	"los angeles, calif"	""	3	"effect"	""	""	""	""	""	"west"	""	"local"	""	"california"	""	"present"	"Nevertheless, Levitt contended, by taking positive steps to cut government spending and by using direct credit restraints-in lieu of even higher interest rates than are already in prospect-to curb spending by consumers and business, Carter has laid some of the ground- work for an easing of inflation."	"Los Angeles Times (1923-1995)"	""	""	"2024-07-11T02:31:16.457719Z"	""	1980	"1980-03"
2308	"az"	"wage"	"st louis"	""	""	"2024-07-11T02:32:16.233982Z"	""	""	""	1887090135	""	""	60020	"inflation-up"	""	27.055	"st louis"	""	9	"cause"	""	""	""	""	""	"midwest"	""	"local"	""	"missouri"	""	"future"	"Members fine York Stock Exchange ""DIVIDENDS OVER THE YEARS"" 81 PINE STREET 7751 CARONDELET AVE. ST. LOUS. MO. CLAYTON 5, MO, M A 1-5448 VO 3-0700 U.S. Economy Today NO BOOM AND BUST IN MAKING By Sam Dawson NEW YORK, Sept. 15 (AP) The auto labor pacts being hammered hammered out in Detroit have revived talk of possibly increased inflation inflation but without conviction that anything like a boom and bust is in the making, WlIITK & COMPANY incorporated memieusi New York Stork Exchange Miduest Stock Exchange American Stock Exchange ( Associate) 506 OLIVE STREET, SAINT LOUIS I, MISSOURI CEntral 1-0282 ""DIVIDENDS OVER THE YEARS SCHERCK, RlCHTER COMPANY, INC."	"St. Louis Post-Dispatch (1923-)"	""	""	"2024-07-11T02:32:16.234001Z"	"present"	1964	"1964-09"
2310	"az"	"fiscal"	"los angeles"	""	""	"2024-07-11T02:33:13.090580Z"	""	""	""	158998192	"present"	""	60021	"inflation-down"	""	9.163	"los angeles, calif"	""	8	"cause"	""	""	""	""	""	"west"	""	"local"	""	"california"	""	"future"	"As Step 2, Heller proposes a reduction in the personal income tax, but only for wage- earners whose pay increases do not exceed the Administration's anti-inflation guidelines."	"Los Angeles Times (1923-1995)"	""	""	"2024-07-11T02:33:13.090600Z"	""	1979	"1979-08"
2309	"az"	""	"los angeles"	""	""	"2024-07-11T02:32:34.277035Z"	""	"{""choices"":[""redistribution"",""govt"",""present""]}"	""	158998192	""	"present"	60021	"inflation-na"	""	31.595	"los angeles, calif"	""	8	"effect"	""	""	""	""	"present"	"west"	""	"local"	""	"california"	""	"present"	"As Step 2, Heller proposes a reduction in the personal income tax, but only for wage- earners whose pay increases do not exceed the Administration's anti-inflation guidelines."	"Los Angeles Times (1923-1995)"	""	""	"2024-07-11T02:32:52.426328Z"	""	1979	"1979-08"
2311	"az"	""	"new york"	""	""	"2024-07-11T02:33:19.875655Z"	""	""	""	119490520	""	""	60022	""	""	5.047	"new york, ny"	""	7	"none"	""	""	""	""	""	"northeast"	""	"national"	""	"new york"	""	""	"About the only seemingly encouraging thing Mr. Tehan had to say this time was that inflation is ""just about over."""	"New York Times  (1923-)"	""	""	"2024-07-11T02:33:19.875680Z"	""	1972	"1972-07"
2312	"az"	""	"minneapolis"	""	""	"2024-07-11T02:33:43.010149Z"	""	""	""	1878688144	""	""	60023	""	""	18.442	"minneapolis"	""	9	"none"	""	""	""	""	""	"midwest"	""	"local"	""	"minnesota"	""	""	"She complained that taxes for education education will continue to increase even if the referendum fails because state aid programs increase automatically by about 6 percent to keep up with inflation."	"Minneapolis Tribune (1964-1982)"	""	""	"2024-07-11T02:33:43.010167Z"	""	1978	"1978-09"
2313	"az"	""	"new york"	""	""	"2024-07-11T02:33:55.787361Z"	""	""	""	123796648	""	""	60024	""	""	10.856	"new york, ny"	""	2	"none"	""	""	""	""	""	"northeast"	""	"national"	""	"new york"	""	""	"The January rise of eight-tenths of I percent, if it occurred repeatedly in later I, months, would denote an annual rate of !increase of 10 percent, the so-called double-digit threshold of a very high""even ""runaway,"" pace of inflation by American standards."	"New York Times  (1923-)"	""	""	"2024-07-11T02:33:55.787380Z"	""	1978	"1978-02"
2314	"az"	"fiscal"	"washington"	""	""	"2024-07-11T02:34:33.107243Z"	""	""	""	146480309	"future"	""	60025	"inflation-na"	""	35.649	"washington, dc"	""	3	"cause"	""	""	""	""	""	"northeast"	""	"national"	""	"district of columbia"	""	"future"	"""The central policy issue;' the report said, ""is striking a balance between thc stimulus the economy must have if it is to continue its recovery, and the restraint needed to avoid rekindling high rates of inflation"" One fiscal strategy-""by no means the only one""-to achieve this balance, the report said, would be the adoption of a ""current policy"" budget."	"Washington Post  (1974-) The"	""	""	"2024-07-11T02:34:33.107262Z"	""	1976	"1976-03"
2315	"az"	"supply"	"washington"	""	""	"2024-07-11T02:35:06.093231Z"	""	""	""	146528940	""	""	60026	"inflation-down"	""	31.393	"washington, dc"	""	11	"cause"	""	""	""	""	""	"northeast"	""	"national"	""	"district of columbia"	"general"	"general"	"Rising productivity leads to higher real wages and lessened inflation because  output comes from the same amount of time worked."	"Washington Post  (1974-) The"	""	""	"2024-07-11T02:35:06.093257Z"	""	1976	"1976-11"
2316	"az"	"{""choices"":[""wage"",""general"",""monetary"",""general"",""fiscal"",""general"",""expect"",""general""]}"	"new york"	""	""	"2024-07-11T02:42:13.566702Z"	""	""	"general"	134357428	"general"	""	60027	"inflation-up"	""	371.506	"new york, ny"	"general"	7	"cause"	""	""	""	""	""	"northeast"	""	"national"	""	"new york"	""	"general"	"Despite Veblen's irony, we must agree with the authors that monetary and fiscal policy should not be based upon an attempt to fool the people, and that if they expect .inflation they wlll discount that factor in present wage-price policies and demands, thereby inducing a continuous wage-price spiral."	"Wall Street Journal  (1923-)"	""	""	"2024-07-11T02:42:13.566721Z"	"general"	1979	"1979-07"
2317	"az"	""	"new york"	""	""	"2024-07-11T12:39:42.598721Z"	""	"savings"	""	132986534	""	""	60028	"inflation-same"	""	14.782	"new york, ny"	""	2	"effect"	""	""	""	""	""	"northeast"	"general"	"national"	""	"new york"	""	"general"	"""You no longer can count on being rescued from investment mistakes by, general price inflation."""	"Wall Street Journal  (1923-)"	""	""	"2024-07-11T12:39:42.598740Z"	""	1964	"1964-02"
2319	"az"	"monetary"	"new york"	""	""	"2024-07-11T12:40:30.513668Z"	""	""	""	134509730	""	""	60029	"inflation-down"	""	6.776	"new york, ny"	"present"	2	"cause"	""	""	""	""	""	"northeast"	""	"national"	""	"new york"	""	"future"	"Frightened by  of relentless inflation and the Federal Reserve's credit-tightening move last Friday, the bond market plunged."	"Wall Street Journal  (1923-)"	""	""	"2024-07-11T12:40:30.513686Z"	""	1980	"1980-02"
2318	"az"	""	"new york"	""	""	"2024-07-11T12:40:00.673992Z"	""	"{""choices"":[""rates"",""savings"",""present""]}"	""	134509730	""	""	60029	"inflation-up"	""	28.738	"new york, ny"	""	2	"effect"	""	""	""	"present"	""	"northeast"	"present"	"national"	""	"new york"	""	"present"	"Frightened by  of relentless inflation and the Federal Reserve's credit-tightening move last Friday, the bond market plunged."	"Wall Street Journal  (1923-)"	""	""	"2024-07-11T12:40:13.732438Z"	""	1980	"1980-02"
2320	"az"	""	"st louis"	""	""	"2024-07-11T12:40:36.066666Z"	""	""	""	1887262894	""	""	60030	""	""	3.865	"st louis"	""	12	"none"	""	""	""	""	""	"midwest"	""	"local"	""	"missouri"	""	""	"The year 1966 was one of inflation."	"St. Louis Post-Dispatch (1923-)"	""	""	"2024-07-11T12:40:36.066687Z"	""	1966	"1966-12"
2321	"az"	""	"nashville"	""	""	"2024-07-11T12:40:55.066619Z"	""	""	""	1900505193	""	""	60031	""	""	17.187	"nashville"	""	12	"none"	""	""	""	""	""	"southeast"	""	"local"	""	"tennessee"	""	""	"But high Interest rates and inflation will proDamy iorce the hike, he added."	"Nashville Tennessean (1923-1972)"	""	""	"2024-07-11T12:40:55.066638Z"	""	1966	"1966-12"
2322	"az"	"supply"	"washington"	"present"	""	"2024-07-11T12:41:43.605692Z"	""	"cost-push"	""	142807009	""	""	60032	"inflation-up"	""	45.638	"washington, dc"	""	3	"{""choices"":[""cause"",""effect""]}"	""	""	""	""	""	"northeast"	""	"national"	""	"district of columbia"	"present"	"present"	"For DavisBacon, while little--known, is an engine of inflation that generates pressures on the most critical Kraft sector of the economic front -the construction industry."	"Washington Post, Times Herald  (1959-1973) The"	""	""	"2024-07-11T12:41:43.605712Z"	""	1966	"1966-03"
3043	"mh"	""	"st louis"	""	""	"2024-07-15T20:59:46.868755Z"	""	"govt"	""	1901945806	""	"present"	60033	"inflation-same"	""	44.099	"st louis"	""	4	"effect"	""	""	""	""	""	"midwest"	""	"local"	""	"missouri"	""	"present"	"Proxmire said a decision now to balance the budget would have a great psychological effect, sending out ""one clear unmistakable signal that this government means business about inflation."""	"St. Louis Post-Dispatch (1923-)"	""	""	"2024-07-15T20:59:46.868776Z"	""	1979	"1979-04"
3044	"mh"	"fiscal"	"washington"	""	""	"2024-07-15T21:00:18.010336Z"	""	""	""	147118264	"past"	""	60034	"inflation-same"	""	28.216	"washington, dc"	""	1	"cause"	""	""	""	""	""	"northeast"	""	"national"	""	"district of columbia"	""	"present"	"To some analysts, the wheel-spinning Carter did in his first two years in office only made inflation more difficult to deal with."	"Washington Post  (1974-) The"	""	""	"2024-07-15T21:00:18.010357Z"	""	1979	"1979-01"
3045	"mh"	""	"louisville"	""	""	"2024-07-15T21:01:46.575537Z"	""	"govt"	""	1868546929	""	"present"	60035	"inflation-same"	""	86.192	"louisville"	""	7	"effect"	""	""	""	""	""	"southeast"	""	"local"	""	"kentucky"	""	"present"	"The principles would require that any national health plan reduce health costs and help fight inflation generally."	"Courier-Journal (1923-) The"	""	""	"2024-07-15T21:01:46.575558Z"	""	1978	"1978-07"
3046	"mh"	""	"los angeles"	""	""	"2024-07-15T21:03:00.754762Z"	""	"{""choices"":[""redistribution"",""present"",""social"",""govt"",""present""]}"	""	158976652	""	"present"	60036	"inflation-same"	""	59.538	"los angeles, calif"	""	8	"effect"	""	""	""	""	"present"	"west"	""	"local"	"present"	"california"	""	"present"	"While income redistribution and non-indexed taxes are the problems I see associated with our in- flation, the public s hue and cry about inflation ap- pears to have little to do with these issues."	"Los Angeles Times (1923-1995)"	""	""	"2024-07-15T21:03:00.754784Z"	""	1979	"1979-08"
3047	"mh"	"fiscal"	"minneapolis"	""	""	"2024-07-15T21:03:47.843141Z"	""	""	""	1878751006	"present"	""	60037	"inflation-down"	""	43.932	"minneapolis"	""	2	"cause"	""	""	""	""	""	"midwest"	""	"local"	""	"minnesota"	""	"present"	"Carter has proposed an ""austere"" budget to reduce the federal deficit in 1980, saying that will help control inflation."	"Minneapolis Tribune (1964-1982)"	""	""	"2024-07-15T21:03:47.843162Z"	""	1979	"1979-02"
3048	"mh"	""	"new york"	""	""	"2024-07-15T21:04:27.129436Z"	""	""	""	123791109	""	""	60038	""	""	36.654	"new york, ny"	""	3	"none"	""	""	""	""	""	"northeast"	""	"national"	""	"new york"	""	""	"Granted, as you say, that state aid to cities and towns in Connecticut has increased at a much slower rate than inflation, do you suggest that it should be at the same rate or more?"	"New York Times  (1923-)"	""	""	"2024-07-15T21:04:27.129454Z"	""	1978	"1978-03"
3050	"mh"	"fiscal"	"washington"	""	""	"2024-07-15T21:05:40.810142Z"	""	""	""	146877609	"present"	""	60039	"inflation-down"	""	12.215	"washington, dc"	""	10	"cause"	""	""	""	""	""	"northeast"	""	"national"	""	"district of columbia"	""	"future"	"The inflation package also drew support from Federal Reserve Chairman G. William Miller, who described it as a ""balanced, concerted and sustained program to fight inflation"" in a speech Wednesday night."	"Washington Post  (1974-) The"	""	""	"2024-07-15T21:05:40.810164Z"	""	1978	"1978-10"
3049	"mh"	""	"washington"	""	""	"2024-07-15T21:04:59.991847Z"	""	"govt"	""	146877609	""	"present"	60039	"inflation-up"	""	29.84	"washington, dc"	""	10	"effect"	""	""	""	""	""	"northeast"	""	"national"	""	"district of columbia"	""	"present"	"The inflation package also drew support from Federal Reserve Chairman G. William Miller, who described it as a ""balanced, concerted and sustained program to fight inflation"" in a speech Wednesday night."	"Washington Post  (1974-) The"	""	""	"2024-07-15T21:04:59.991868Z"	""	1978	"1978-10"
3054	"mh"	"fiscal"	"new york"	""	""	"2024-07-15T21:08:44.729700Z"	""	""	""	119836657	"present"	""	60040	"inflation-down"	""	16.253	"new york, ny"	""	7	"cause"	""	""	""	""	""	"northeast"	""	"national"	""	"new york"	""	"future"	"A TOUGH  PROGRAM New Regulations Go Into Effect Aug. 12 in Other Sectors By EDWARD COWAN Sprclul to Ille New York frames WASHINGTON, July 18 President Nixon ended the freeze today on prices for health care and food, except for beef, as he out. the fourth phase of his 23-monthold effort to combat price and wage inflation."	"New York Times  (1923-)"	""	""	"2024-07-15T21:08:44.729722Z"	""	1973	"1973-07"
3053	"mh"	""	"new york"	""	""	"2024-07-15T21:08:25.534209Z"	""	"govt"	""	119836657	""	"present"	60040	"inflation-up"	""	12.651	"new york, ny"	""	7	"effect"	""	""	""	""	""	"northeast"	""	"national"	""	"new york"	""	"present"	"A TOUGH  PROGRAM New Regulations Go Into Effect Aug. 12 in Other Sectors By EDWARD COWAN Sprclul to Ille New York frames WASHINGTON, July 18 President Nixon ended the freeze today on prices for health care and food, except for beef, as he out. the fourth phase of his 23-monthold effort to combat price and wage inflation."	"New York Times  (1923-)"	""	""	"2024-07-15T21:08:25.534232Z"	""	1973	"1973-07"
3052	"mh"	"wage"	"new york"	""	""	"2024-07-15T21:08:10.045399Z"	""	""	""	119836657	""	""	60040	"inflation-up"	""	39.728	"new york, ny"	""	7	"cause"	""	""	""	""	""	"northeast"	""	"national"	""	"new york"	""	"present"	"A TOUGH  PROGRAM New Regulations Go Into Effect Aug. 12 in Other Sectors By EDWARD COWAN Sprclul to Ille New York frames WASHINGTON, July 18 President Nixon ended the freeze today on prices for health care and food, except for beef, as he out. the fourth phase of his 23-monthold effort to combat price and wage inflation."	"New York Times  (1923-)"	""	""	"2024-07-15T21:08:10.045417Z"	"present"	1973	"1973-07"
3055	"mh"	"{""choices"":[""monetary"",""international"",""general""]}"	"new york"	""	""	"2024-07-15T21:09:58.165831Z"	""	""	""	123295513	""	""	60041	"inflation-na"	"general"	70.616	"new york, ny"	"general"	8	"cause"	""	""	""	""	""	"northeast"	""	"national"	""	"new york"	""	"future"	"What bothers these critics is that the uncertainty connected with floating rates raises the cost of doing business abroad; they also charge that floating rates make it more difficult to contain word inflation."	"New York Times  (1923-)"	""	""	"2024-07-15T21:09:58.165850Z"	""	1977	"1977-08"
3057	"mh"	"wage"	"los angeles"	""	""	"2024-07-15T21:11:13.498861Z"	""	""	""	158818195	""	""	60042	"inflation-up"	""	8.01	"los angeles, calif"	""	1	"cause"	""	""	""	""	""	"west"	""	"local"	""	"california"	""	"future"	"Three  ago, I  a  anu- inflation program that couples responsible government restraint with responsible wage and price restraint It is based upon my knowledge that there is a more powerful force than government compul- sion-the force created by the cooperative efforts of millions of Americans working toward a com- mon goal."	"Los Angeles Times (1923-1995)"	""	""	"2024-07-15T21:11:13.498882Z"	"present"	1979	"1979-01"
3056	"mh"	"fiscal"	"los angeles"	""	""	"2024-07-15T21:11:02.713659Z"	""	""	""	158818195	"present"	""	60042	"inflation-down"	""	62.032	"los angeles, calif"	""	1	"cause"	""	""	""	""	""	"west"	""	"local"	""	"california"	""	"future"	"Three  ago, I  a  anu- inflation program that couples responsible government restraint with responsible wage and price restraint It is based upon my knowledge that there is a more powerful force than government compul- sion-the force created by the cooperative efforts of millions of Americans working toward a com- mon goal."	"Los Angeles Times (1923-1995)"	""	""	"2024-07-15T21:11:02.713680Z"	""	1979	"1979-01"
3058	"mh"	""	"cincinnati"	"present"	""	"2024-07-15T21:12:32.713454Z"	""	"cost-push"	""	1888370381	""	""	60043	"inflation-same"	""	58.571	"cincinnati"	""	10	"effect"	""	""	""	""	""	"midwest"	""	"local"	""	"ohio"	""	"present"	"Inflation Is probably the main reason for the dearth of bodies In many cocktail lounges and nightspots."	"Cincinnati Enquirer (1923-)"	""	""	"2024-07-15T21:12:32.713473Z"	""	1969	"1969-10"
3059	"mh"	""	"new york"	""	""	"2024-07-15T21:12:39.069155Z"	""	""	""	121129569	""	""	60044	""	""	3.735	"new york, ny"	""	2	"none"	""	""	""	""	""	"northeast"	""	"national"	""	"new york"	""	""	"But individually they don't constitute inflation."	"New York Times  (1923-)"	""	""	"2024-07-15T21:12:39.069184Z"	""	1980	"1980-02"
3060	"mh"	""	"los angeles"	""	""	"2024-07-15T21:12:50.515942Z"	""	""	""	158467831	""	""	60045	""	""	8.544	"los angeles, calif"	""	12	"none"	""	""	""	""	""	"west"	""	"local"	""	"california"	""	""	"""I'm not a big bear on the inflation outlook,"" Warner adds, ""it s just that I don't see any reason for improve- ment."""	"Los Angeles Times (1923-1995)"	""	""	"2024-07-15T21:12:50.515965Z"	""	1977	"1977-12"
3061	"mh"	""	"detroit"	""	""	"2024-07-15T21:13:12.364135Z"	""	""	""	1820867248	""	""	60046	""	""	19.743	"detroit"	""	9	"{""choices"":[""none"",""foreign""]}"	""	""	""	""	""	"midwest"	""	"local"	""	"michigan"	""	""	"Too late, bank officials discovered that the German 100,000-mark note Holcomb had given them was completely worthless, printed during the peak of Germany's post-World War I inflation."	"Detroit Free Press (1923-)"	""	""	"2024-07-15T21:13:12.364156Z"	""	1976	"1976-09"
3062	"mh"	"wage"	"washington"	""	""	"2024-07-15T21:13:28.730134Z"	""	""	""	148409678	""	""	60047	"inflation-same"	""	14.191	"washington, dc"	""	6	"cause"	""	""	""	""	""	"northeast"	""	"national"	""	"district of columbia"	""	"future"	"Government, inflation        ers had been watching the I Teamster talks closely."	"Washington Post, Times Herald  (1959-1973) The"	""	""	"2024-07-15T21:13:28.730153Z"	"present"	1973	"1973-06"
3063	"mh"	""	"washington"	""	""	"2024-07-15T21:14:09.344248Z"	""	"govt"	""	146098494	""	"present"	60048	"inflation-up"	""	38.305	"washington, dc"	""	12	"effect"	""	""	""	""	""	"northeast"	""	"national"	""	"district of columbia"	""	"present"	"Craig said in a telephone :ir/.] terview. ' ,.:i.;i , ,""] State highway :diter/ Douglas B. Fugate.,: three weeks ago that inflation, lower than expected tax collections and the fast pace of road construction in recent months have depleted road building funds to the poin t that a moratorium on new contracts is necessary."	"Washington Post  (1974-) The"	""	""	"2024-07-15T21:14:09.344301Z"	""	1974	"1974-12"
3064	"mh"	"fiscal"	"cincinnati"	""	""	"2024-07-15T21:14:24.369020Z"	""	""	""	1888931340	"present"	""	60049	"inflation-up"	""	12.694	"cincinnati"	""	2	"cause"	""	""	""	""	""	"midwest"	""	"local"	""	"ohio"	""	"present"	"Flnan's argument is that state spending only feeds inflation and makes it worse."	"Cincinnati Enquirer (1923-)"	""	""	"2024-07-15T21:14:24.369039Z"	""	1979	"1979-02"
3065	"mh"	""	"indianapolis"	""	"future"	"2024-07-15T21:14:37.619487Z"	""	"cost"	""	1892908411	""	""	60050	"inflation-up"	""	10.951	"indianapolis"	""	2	"effect"	""	""	""	""	""	"midwest"	""	"local"	""	"indiana"	""	"present"	"For example, a 19 per cent rate of inflation would double the cost of living in four years."	"Indianapolis Star (1923-)"	""	""	"2024-07-15T21:14:37.619530Z"	""	1974	"1974-02"
3066	"mh"	"fiscal"	"st louis"	""	""	"2024-07-15T21:15:56.335328Z"	""	""	""	1901124574	"present"	""	60051	"inflation-down"	""	75.563	"st louis"	""	4	"cause"	""	""	""	""	""	"midwest"	""	"local"	""	"missouri"	""	"present"	"In a speech to the fifty-ninth annual meeting of the United States Chamber of Commerce, Mr. Nixon took issue with some private economists who had said that Administration policies policies had made little progress in curbing inflation."	"St. Louis Post-Dispatch (1923-)"	""	""	"2024-07-15T21:15:56.335348Z"	""	1971	"1971-04"
3067	"mh"	""	"st louis"	""	""	"2024-07-15T21:16:08.571085Z"	""	""	""	1901452274	""	""	60052	""	""	9.939	"st louis"	""	1	"none"	""	""	""	""	""	"midwest"	""	"local"	""	"missouri"	""	""	"In addition to the problems of inflation and unemployment, the nation's international financial accounts are badly out of balance."	"St. Louis Post-Dispatch (1923-)"	""	""	"2024-07-15T21:16:08.571115Z"	""	1973	"1973-01"
3068	"mh"	""	"st louis"	""	""	"2024-07-15T21:16:23.830676Z"	""	""	""	1910780976	""	""	60053	""	""	12.467	"st louis"	""	3	"none"	""	""	""	""	""	"midwest"	""	"local"	""	"missouri"	""	""	"Also near Lambert, construction is planned for a nine-story, 179-room addition to the Marriott Hotel, for a new 600-room motel by the Breckenridge Hotels Corp. and for a 63-unit motel to be known as the Oakland Park Inn. projecting at the very minimum a 10 percent annual inflation rate over the next five years."	"St. Louis Post-Dispatch (1923-)"	""	""	"2024-07-15T21:16:23.830713Z"	""	1980	"1980-03"
3069	"mh"	""	"los angeles"	""	""	"2024-07-15T21:16:35.596167Z"	""	""	""	158170736	""	""	60054	""	""	9.186	"los angeles, calif"	""	3	"none"	""	""	""	""	""	"west"	""	"local"	""	"california"	""	""	"With capital goods prices rising at 4.7% in 1976, the 1977 capital spend- ing estimate represents a projected real increase of about 7% assuming the same inflation rate."	"Los Angeles Times (1923-1995)"	""	""	"2024-07-15T21:16:35.596185Z"	""	1977	"1977-03"
3070	"mh"	""	"indianapolis"	""	""	"2024-07-15T21:16:45.109295Z"	""	""	""	1892921897	""	""	60055	""	""	7.272	"indianapolis"	""	7	"none"	""	""	""	""	""	"midwest"	""	"local"	""	"indiana"	""	""	"Temp TopRale No tee e.lS1094 SECRETARY-RECEPTIONIST"" Filing shorthand end typing experience. experience. 2S7-5UM. 5?5 Fmpfoymenf SECRETARY TYPIST INFLATION"" WHO CARES?"	"Indianapolis Star (1923-)"	""	""	"2024-07-15T21:16:45.109317Z"	""	1974	"1974-07"
3071	"mh"	"fiscal"	"washington"	""	""	"2024-07-15T21:17:20.112681Z"	""	""	""	147241684	"future"	""	60056	"inflation-down"	""	31.84	"washington, dc"	""	2	"{""choices"":[""cause"",""foreign""]}"	""	""	""	""	""	"northeast"	""	"national"	""	"district of columbia"	""	"future"	"Presumably, what elected Bani-Sadr president was widespread hope that as an economist he would be well equipped to cope with the country s terrible problems of inflation, unemployment and food shortages."	"Washington Post  (1974-) The"	""	""	"2024-07-15T21:17:20.112701Z"	""	1980	"1980-02"
3072	"mh"	""	"minneapolis"	""	""	"2024-07-15T21:17:37.034077Z"	""	""	""	1878184345	""	""	60057	""	""	14.163	"minneapolis"	""	5	"none"	""	""	""	""	""	"midwest"	""	"local"	""	"minnesota"	""	""	"With current tax rates and the known spending programs, including including a large prospective prospective increase in defense spending, the surplus would be more than $90 billion by 1980 if inflation proceeds at an average rate of 5 percent a year."	"Minneapolis Tribune (1964-1982)"	""	""	"2024-07-15T21:17:37.034097Z"	""	1974	"1974-05"
3073	"mh"	""	"boston"	"present"	""	"2024-07-15T21:18:02.598634Z"	""	"cost-push"	""	275820918	""	""	60058	"inflation-same"	""	22.838	"boston, mass"	""	9	"effect"	""	""	""	""	""	"northeast"	""	"local"	""	"massachusetts"	""	"present"	"The spur to keep up with inflation has hiked sales."	"Boston Globe (1960-)"	""	""	"2024-07-15T21:18:02.598657Z"	""	1961	"1961-09"
3074	"mh"	""	"chicago"	""	""	"2024-07-15T21:18:36.404098Z"	""	"govt"	""	170300850	""	"present"	60059	"inflation-same"	""	31.01	"chicago, ill"	""	6	"effect"	""	""	""	""	""	"midwest"	""	"local"	""	"illinois"	""	"present"	"After delays caused by a taxpayers suit, la- bor strikes, and Inflation, the cost ex- ceeded expectations-with the result that the legislature added an extra one- half cent to the sales taxes in the coun- ties for additional financing."	"Chicago Tribune (1963-1996)"	""	""	"2024-07-15T21:18:36.404142Z"	""	1972	"1972-06"
3075	"mh"	"fiscal"	"new york"	""	""	"2024-07-15T21:19:04.186554Z"	""	""	""	120216106	"past"	""	60060	"inflation-up"	""	25.447	"new york, ny"	""	12	"cause"	""	""	""	""	""	"northeast"	""	"national"	""	"new york"	""	"present"	"The former President's secrecy about the war buildup and the related delay in tax policy, according to critics, started the nation down the road to troublesome inflation."	"New York Times  (1923-)"	""	""	"2024-07-15T21:19:04.186573Z"	""	1975	"1975-12"
3076	"mh"	"supply"	"indianapolis"	""	""	"2024-07-15T21:19:36.481482Z"	""	""	""	1893413529	""	""	60061	"inflation-up"	""	30.083	"indianapolis"	""	6	"cause"	""	""	""	""	""	"midwest"	""	"local"	""	"indiana"	"present"	"future"	"Kahn told the subcommittee: ""The OPEC increases yesterday (Wednesday) raise the real specter that we will be bumping at double-digit inflation for the rest of this year."""	"Indianapolis Star (1923-)"	""	""	"2024-07-15T21:19:36.481505Z"	""	1979	"1979-06"
3077	"mh"	""	"st louis"	"present"	""	"2024-07-15T21:19:55.782201Z"	""	"cost-push"	""	1901694386	""	""	60062	"inflation-up"	""	16.913	"st louis"	""	1	"effect"	""	""	""	""	""	"midwest"	""	"local"	""	"missouri"	""	"present"	"More Company officials say that these increases are necessary because of continuing inflation and higher employe wages."	"St. Louis Post-Dispatch (1923-)"	""	""	"2024-07-15T21:19:55.782223Z"	""	1976	"1976-01"
3078	"mh"	"wage"	"new york"	""	""	"2024-07-15T21:22:43.999075Z"	""	""	""	133204219	""	""	60063	"inflation-up"	""	128.759	"new york, ny"	""	8	"{""choices"":[""cause"",""foreign""]}"	""	""	""	""	""	"northeast"	""	"national"	""	"new york"	""	"future"	"German Wages Leveling But Contract Demands Are Due in Second Half Gains in First Six Months Were Down From the Previous Year, And Are Termed 'Moderate' By a WALL STREET JOURNAL Staff Reporter COLOGNE, West Germany--Wage costs in West Germany are leveling, strengthening hopes of some industrialists that the country s period of wage inflation may have ended, but businessmen cross fingers since a wave of wage demands must be faced in the second half."	"Wall Street Journal  (1923-)"	""	""	"2024-07-15T21:22:43.999094Z"	"future"	1967	"1967-08"
3079	"mh"	""	"detroit"	""	""	"2024-07-15T21:22:50.805839Z"	""	""	""	1833590160	""	""	60064	""	""	3.913	"detroit"	""	5	"none"	""	""	""	""	""	"midwest"	""	"local"	""	"michigan"	""	""	"The Bast Inflation-Fighter 01 All!"	"Detroit Free Press (1923-)"	""	""	"2024-07-15T21:22:50.805857Z"	""	1971	"1971-05"
